1_C01,1_C02,1_C03,1_C04,1_C05,1_C06,1_C07,1_C08,1_C09,1_C10,1_C11,1_C12,1_C13,1_C14,1_C15,1_C16,1_C17,1_C18,1_C19,1_C20,1_C21,1_C22,1_C23,1_C24,1_C25,1_C26,1_C27,1_C28,1_C29,1_C30,1_C31,1_C32,1_C33,1_C34,1_C35,3_C01,3_C02,3_C03,3_C04,3_C05,3_C06,3_C07,3_C08,3_C09,3_C10,3_C11,3_C12,5_C01,5_C02,5_C03,5_C04,5_C05,5_C06,6_C01,6_C02,6_C03,6_C04,6_C05,6_C06,6_C07,6_C08,6_C09,6_C10,6_C11,6_C12,6_C13,7_C01,7_C02,7_C03,7_C04
0.0,0.06422120467220058,0.09671063439089023,0.1240670553600241,0.1489991312997039,0.17697662008901424,0.21053099563315306,0.18298710066347265,0.12249784063360668,0.1863689360433079,0.30035059900723565,0.2943785151450606,0.23770445021249725,0.19593171735846723,0.15146062760738446,0.10861005972884362,0.09968761789581959,0.12744056380035163,0.14139002626659214,0.15732614693076197,0.1913614822671408,0.2558724166727423,0.30809138872022435,0.30561679963832306,0.2558621103020512,0.19716954814535867,0.1733859506248611,0.21902467708769227,0.23163876140891504,0.20840207788798326,0.2152022209316862,0.20701095446840626,0.1957385873590936,0.20529642944659013,0.16937393643845922,0.13123325999926636,0.15432599302050576,0.18265458733517992,0.171931344297195,0.14435905981090333,0.17142466180306104,0.2584699098104778,0.33462575694288416,0.2820051685942592,0.17706437629370028,0.15136031052447702,0.1984132180344935,0.26569463232216156,0.2603694240628425,0.18382548356700845,0.14166903163953384,0.14237955150737647,0.18145657511833943,0.2106074950613948,0.14782288906833427,0.23493764214016172,0.32631785295029625,0.29796897870539774,0.20603447341418854,0.15588579468539523,0.15483074971814217,0.19730691753445612,0.2477741397494887,0.29446667148166966,0.34024549667561393,0.30598943327342204,0.28765276737877593,0.3845882841786555,0.47265169076164226,0.4697946887372734
0.06422120467220058,0.0,0.07460083961587768,0.11447232925594937,0.13567552054312926,0.18737475103005793,0.20818769157550346,0.15961365989853038,0.10730540093617724,0.1772525824027624,0.2962797700770347,0.2809068540167462,0.23877204060384424,0.19051194834306126,0.14772309189119545,0.10115115358479226,0.09196577309677487,0.11782148080289909,0.13131173306311636,0.14895143931958515,0.18749408610647772,0.26535840870187516,0.3117264724672599,0.3036980143456912,0.24809124448782668,0.18696837728158436,0.1747750152663361,0.20996137691168063,0.2199572103778946,0.19685348077310194,0.21435970979604785,0.21327983176427054,0.1980772516183557,0.1981258158235056,0.17069768637620267,0.12867726361636356,0.1361438885523309,0.16198936955138582,0.1595225274731787,0.14196899446596833,0.15768328735738177,0.22779805719231372,0.3029479922726501,0.2504717763467717,0.15521874331031194,0.13060389924384808,0.16904066769963205,0.24230325861019142,0.2424755039117813,0.1761107725499836,0.1390021141716157,0.14176516463073066,0.1840158411150309,0.21270904590615156,0.14101422597551033,0.22043384833237234,0.32037280010496466,0.2974283720224191,0.20047719800485236,0.14703308426353584,0.14267516660116117,0.18365763775706284,0.23826529219287768,0.28755496681920684,0.337587063212075,0.3033713416895473,0.2729435976116246,0.3653293277195022,0.4668464380608831,0.4492627809832397
0.09671063439089023,0.07460083961587768,0.0,0.07821064195275886,0.10656389582041777,0.1475793522201406,0.15327303522086486,0.14111821926511356,0.1126657998651845,0.18106505258196784,0.295696332329898,0.2865232672224633,0.25171530826040106,0.20306530530489525,0.1534668580442156,0.1122292332413079,0.08916507934909473,0.11108031034061824,0.1327549227357483,0.14885985740737523,0.2005344386322709,0.2794551182275977,0.3341463428037808,0.31370755988836246,0.24857227156946568,0.19022361792936454,0.17731687211783048,0.21321949348060382,0.22972620708683525,0.2121423153365475,0.22549317154940207,0.22625489957954315,0.21718699652198076,0.2091380217090891,0.17828926242986165,0.12657358120472073,0.13510867143984576,0.15950247003088813,0.14575858743141934,0.14048609739396853,0.16602248018020835,0.21898706178340446,0.27122719191564043,0.22259821430047427,0.13858028450762194,0.12287957111452413,0.1587252897840607,0.21870907325077446,0.2266224085612241,0.1719087866775725,0.133910052416571,0.12602257862853639,0.14433452751108145,0.16894644364826042,0.12465252023096532,0.23392726845974457,0.3406876543017247,0.31629516365178423,0.21037570300993194,0.15849401381227998,0.15018911355677406,0.1830180472855124,0.2259379831988627,0.28540422497374934,0.325894587857502,0.2835047571088416,0.2252518364672926,0.25981785853830297,0.34818653985502257,0.3869026430348425
0.1240670553600241,0.11447232925594937,0.07821064195275886,0.0,0.0832730703354517,0.12930284542644493,0.1430554324385243,0.11893713322712283,0.1195817833377885,0.20683771485463948,0.33217923726613924,0.32294703507332945,0.2771936130352226,0.22553313360551314,0.15668180619255684,0.11374725751332024,0.0954105731624104,0.10435565890650872,0.12550113224797266,0.13674931156312164,0.20626189272486606,0.3144157429185287,0.3782772945429823,0.3481304733172277,0.2888645343964822,0.2207929422761005,0.19933498321679494,0.23694641081382564,0.2598507096290853,0.24128264869965343,0.2430286462580728,0.24994842836839004,0.2569331922017844,0.22590106971130766,0.1794745567366688,0.1381494288768118,0.132483661832681,0.150318445429938,0.14460483769474874,0.1522826114274321,0.16484540082191818,0.1956651872469174,0.25693322219137105,0.20617756582226499,0.1150485090197766,0.11760145652931456,0.15001090710902368,0.19804939783550868,0.1912463445046134,0.1610168840876101,0.12883292348052833,0.12495155213026145,0.15574208104718987,0.18363106514390057,0.13384440016716115,0.2448416557291658,0.35223614327341357,0.3278410353202777,0.22485612541366864,0.17034140622771013,0.16054522496972504,0.18330856146192684,0.21523664788111924,0.2719529225902297,0.3209893070265907,0.2732124320613222,0.20417778095526976,0.22538180525474588,0.31100713694621407,0.34514844990506605
0.1489991312997039,0.13567552054312926,0.10656389582041777,0.0832730703354517,0.0,0.09550367839497709,0.12458195119525647,0.11081483452860288,0.1458964577115567,0.2725655113473713,0.3964816115363298,0.4024595699756883,0.3452628029583863,0.2810417799584618,0.23350861386190444,0.15588444095833398,0.1099447106017023,0.09515380374048558,0.11368470517382598,0.13917584010366674,0.22597533548401585,0.3668525194855846,0.42623988468321267,0.40457625257838736,0.3644770188727932,0.2878362221520227,0.23131697443616905,0.25867044600150024,0.2653990299998948,0.2995090442734997,0.29219862146180803,0.31725333897426816,0.28552127030423513,0.26816757887924053,0.21229817224453654,0.1559377496056842,0.15338188122344049,0.15501505151742334,0.14610965355532926,0.14457371508617803,0.16169638623149082,0.16127602175341052,0.19503819679368603,0.16898719063379575,0.10698681951514062,0.12110791657218949,0.14716731886414128,0.17243230048826572,0.17352645894915497,0.1448045502490064,0.12808962456443948,0.15035821872045305,0.15709854066026388,0.18438909378114995,0.14658339810728052,0.25025835827535003,0.3619723888075169,0.34802317125708626,0.2562175748086025,0.20604973650333547,0.17857445422435056,0.19395937174591885,0.2306424451704072,0.2975731613706741,0.34191107639526896,0.2839807539048173,0.20352183500096094,0.20883953552445988,0.28266144111252767,0.34224673490466684
0.17697662008901424,0.18737475103005793,0.1475793522201406,0.12930284542644493,0.09550367839497709,0.0,0.06488917535382221,0.10449725812827956,0.196294539776322,0.3767349134446883,0.518259718323212,0.5072986483805226,0.4236784507393933,0.35830191646390314,0.302188851387419,0.21460079974767013,0.1558516730454111,0.15345060283499992,0.1445998090159745,0.19119201887503576,0.2953466027270246,0.41861841820107704,0.4807467040127623,0.4830200450851767,0.4660333602748279,0.38311498661222154,0.2994392502004539,0.31205647483428994,0.3309991242022809,0.39076816048675134,0.3716650024624859,0.37530093058590397,0.36707260955719023,0.34734843537573795,0.2826104755359826,0.23039995244429215,0.21213951425383817,0.19392667625823407,0.19163448170659614,0.19293418349695382,0.2108481311291422,0.19886898897802027,0.2010758065438201,0.1461138712944848,0.13877238950306695,0.149597220656486,0.15497263893602845,0.17895319037806467,0.1603635715093353,0.14030234235804698,0.16378060888542798,0.17755239775624843,0.16161122617133905,0.15847687759305554,0.15563473426691177,0.2701042183892788,0.4178499764919467,0.4163791223838227,0.3364301965821151,0.2654235898051897,0.22937205861213478,0.23368884294269088,0.28099098713981535,0.3479234428789826,0.39294927214617803,0.3345079292096175,0.20567278731533115,0.14896026619715608,0.1905363425100443,0.25467889119492987
0.21053099563315306,0.20818769157550346,0.15327303522086486,0.1430554324385243,0.12458195119525647,0.06488917535382221,0.0,0.09924989336676295,0.2033172963651956,0.4426904983821895,0.5900380042625943,0.5628421219726082,0.46779929890970723,0.39001189829822747,0.33373619766082874,0.23627066317351,0.17387311005053196,0.14388096156609362,0.15229883604584227,0.20037608334728094,0.30686661028206713,0.42702723184442876,0.4930317762410978,0.5185759690464742,0.5267367387896408,0.418449658283814,0.33007431606210275,0.3380064333385183,0.3639632367741544,0.4247439479314036,0.4282409838087596,0.41361291064546873,0.39225863123177135,0.3776910516222219,0.3148772385278662,0.23704057477447665,0.21786045941193405,0.20628206416547784,0.20450401560472822,0.20158686003403165,0.2169460269263628,0.20198843400468838,0.18802266482153496,0.14351983645823832,0.14599499557107717,0.15860538218559964,0.15606665276073298,0.16147817154276145,0.14993343616983965,0.14137689431619577,0.1680270890094859,0.19309212210962734,0.17199924043408144,0.17892970730932845,0.16839443277319205,0.30010714559476154,0.4468848736222624,0.4477763807328508,0.36071854919754043,0.27493912038191487,0.21845097181443582,0.22028111038406098,0.26942900585272794,0.3595459814802041,0.4094650111147815,0.3353634050269569,0.20148981863751445,0.14762688721158582,0.18884604393215818,0.248139893122015
0.18298710066347265,0.15961365989853038,0.14111821926511356,0.11893713322712283,0.11081483452860288,0.10449725812827956,0.09924989336676295,0.0,0.13221714206545365,0.3884139567507496,0.533289969396497,0.5158869184819299,0.40310114826186244,0.3229966644550384,0.2670301037619813,0.20397293024665267,0.14359110818965692,0.12086053874428047,0.11113014605567358,0.14628171481405286,0.23329059328303015,0.3869306340604713,0.4587448216100221,0.45499618028751115,0.44600220545987596,0.3348172990831828,0.2798161401299982,0.2849155142947206,0.3057943606134011,0.343573491873812,0.39933255265095036,0.3925814619565668,0.34165395124568687,0.3111774708872998,0.25732773712422713,0.19293937826309868,0.16777595364025466,0.16221107015346573,0.15386878153114877,0.15628264953596685,0.16810315301742654,0.16102057970979178,0.15448974004543062,0.12394125031627323,0.10623145785556705,0.1278577227061444,0.1308987495570993,0.13140706911814043,0.1346321937580221,0.1283618291940733,0.1393193297930719,0.14990614985318432,0.18486392716791272,0.19804197958196876,0.16009645351701526,0.2801356391167263,0.41047151005593974,0.4069727280805798,0.31261695177384846,0.21679419792332907,0.17223104669656178,0.16650272078249645,0.21230904935969552,0.2910338829953658,0.34802161586531405,0.27783245990133604,0.17955392097255515,0.18498905593451279,0.2682593505441513,0.31789521227994877
0.12249784063360668,0.10730540093617724,0.1126657998651845,0.1195817833377885,0.1458964577115567,0.196294539776322,0.2033172963651956,0.13221714206545365,0.0,0.13203830409262038,0.24060793079717993,0.24252588937251232,0.2101326639882134,0.15768907524229187,0.10882730125147493,0.09896355426696521,0.10047571796518023,0.12886841721390063,0.1477122415197117,0.13757903504717783,0.18575158435034783,0.259509594289746,0.29851615711508006,0.25855184013420446,0.1945173106742187,0.15008222489919051,0.1241850075432326,0.1506996975496974,0.1802524244630356,0.18283671404334162,0.20951233148354423,0.21249265946626317,0.21891696438181732,0.2093439072647023,0.17105827062019105,0.13291254583856207,0.14008992220667815,0.14350754962431367,0.1286701878503334,0.11495751023740892,0.12151908835497151,0.16269928693481345,0.19671151518741056,0.17406444620062383,0.1454573515847548,0.13367254134830456,0.13226203952037918,0.18402533159613088,0.19647570093089997,0.1820825674340421,0.15891345781356372,0.15355973222316344,0.2106700820467523,0.25062059830846495,0.18823423594987915,0.26108400880745664,0.37451552542121413,0.35560094011381693,0.21057981297062153,0.15128601833629474,0.130370670681041,0.1602754419672103,0.20477081958120244,0.2587472188792642,0.2980114741552885,0.2545710296679286,0.2516195421988626,0.2870496779587678,0.36980431004058373,0.4212660648458489
0.1863689360433079,0.1772525824027624,0.18106505258196784,0.20683771485463948,0.2725655113473713,0.3767349134446883,0.4426904983821895,0.3884139567507496,0.13203830409262038,0.0,0.0821033538235509,0.09308680768789791,0.0988936024149873,0.09939874502967008,0.0876331204282947,0.10394609394660011,0.16304571539816112,0.2605111480440307,0.2907208897178552,0.26178197334988673,0.19708995643494012,0.1967784520898826,0.1859184744307692,0.12191403210534346,0.08857621619048495,0.09190178528086385,0.10333617064823296,0.12730472512792812,0.13082250056144754,0.11221411231345904,0.11721443674012559,0.13024194097531044,0.1490893983171951,0.14307829306662698,0.12880674532438058,0.14159076167536225,0.21776088050741238,0.2395514665133085,0.2111863043907162,0.1829412966397463,0.19749558567062522,0.2712847371378374,0.34744953030900816,0.3971197568452513,0.33093980641487475,0.21171770983812757,0.23108244330391567,0.3047466996984865,0.3432455479082477,0.29048568152199206,0.21542733564028677,0.21487545968911215,0.28041770432194446,0.3076412068157819,0.22002642231126981,0.17013408698816496,0.25111501822874926,0.20525677603888198,0.143727585452193,0.1332708968754701,0.17891795829584137,0.2640053033599795,0.22955545246173442,0.2595483511758107,0.27599225573145375,0.2755967574879684,0.36975055122974765,0.4715231192662655,0.5433919357331927,0.5650747504363878
