BLA-Insc-1_C01,BLA-Insc-1_C02,BLA-Insc-1_C03,BLA-Insc-1_C04,BLA-Insc-1_C05,BLA-Insc-7_C02,BLA-Insc-7_C03,BLA-Insc-7_C04,BLA-Insc-9_C04,BLA-Insc-9_C05
5.360402177,0.608914358,0.374789062,5.2727522,1.321098662,0.894529567,1.348938519,1.445134423,-0.607498667,0.706670583
5.229897518,0.706882882,0.400230278,5.181265731,1.392102792,0.910396609,1.151059169,1.482007638,-0.056009325,1.141182867
5.409965095,1.085991069,0.988840393,4.4900911,0.574926423,0.757462985,0.896026581,1.723588663,-0.528692217,0.328895817
5.164472308,1.233765384,0.849049053,4.386823598,0.378087655,0.797875148,0.872815379,2.023659169,-0.229402235,1.361278017
6.038367892,1.412855614,0.634244146,4.171377738,0.963557198,1.010791027,1.070026212,2.429306485,0.00033548,1.356374988
6.205172,1.029976046,1.421311646,3.710570369,1.489055248,0.635961038,1.000689538,2.408202877,0.727845234,1.066142017
6.071967854,0.911782438,0.494308062,3.821310648,1.210307115,0.673653531,0.738157665,2.639118177,0.49686467,1.117320367
6.051374838,0.666043677,1.1267242,3.966398877,0.954017998,0.712614623,0.796645542,2.602814208,0.673020217,1.3579621
6.674065938,0.345467099,0.582408488,5.104611277,1.175093182,0.326801385,0.555161096,2.4198479,-0.438411927,1.098425363
6.336507323,0.813828828,0.176828108,4.611446062,1.112725515,0.787536277,0.263810754,1.943131346,0.475246437,1.57225
6.233964423,0.354725163,0.884756823,4.5519427,0.720557723,0.6919704,0.023414197,1.406931654,0.0345112,0.858213967
5.836351615,0.732083688,0.963563362,4.737740292,0.822855292,0.649555751,-0.254486762,1.424593115,-0.1266438,0.49155195
6.111135754,0.651336815,0.510075869,4.433622554,0.743599377,0.570564253,-0.470211423,1.013218715,0.626442617,1.0156894
6.243660331,0.651405849,0.351017869,4.550347638,0.160444386,0.606724985,-0.77479715,1.399232869,0.194887533,1.348425367
6.338930054,1.038358662,-0.098211832,4.779304208,0.565551438,0.812613665,-0.812257596,1.249426435,-0.334768983,0.245342583
7.40281963,0.907911654,-0.110288571,4.276598677,0.146549894,0.741363838,-0.880116054,0.871064185,0.4248831,0.931758183
7.835516677,1.254819408,-0.138629962,3.929036023,1.0086952,0.859687354,-0.882073296,0.789742422,0.10768505,1.192619633
8.449678254,0.851777962,0.426334639,3.736576715,0.745240797,0.238055431,-0.94020978,0.912732362,0.168663483,0.696218117
9.148633862,1.0802081,0.460941263,3.501831308,0.752260817,0.319943424,-1.010710976,0.587174533,-0.182787,-0.032377067
9.272424208,1.217323196,0.697309515,3.033852923,0.2412876,0.864001241,-0.988356588,0.968105867,-0.008030367,0.4185952
10.07376343,1.340595395,0.151858378,2.417336523,0.464030572,0.465023231,-1.181132854,1.012935688,-0.23459255,0.313788067
10.85864801,0.81992109,0.4594225,2.681370446,0.090769028,0.617550104,-0.960052481,1.108851923,-0.496847482,0.629420257
10.08794153,1.844946485,0.444818285,2.852789277,-0.006122598,1.023936897,-1.160744323,1.559945912,0.491427748,0.841434538
9.917411862,2.081738446,0.427333577,2.4590883,0.3179607,0.730612774,-1.203792765,1.772552672,0.086362433,-0.332707307
9.044911869,2.0369192,0.278580146,2.399181108,0.7385974,0.806930105,-1.15785072,1.347250769,0.889376137,1.126133483
8.53349644,2.572474869,0.566766893,2.583440546,0.39322549,0.421027322,-1.018221492,1.218644058,-0.174319848,0.444469467
7.779764638,1.899836362,0.400495073,2.460673792,0.352918947,0.618410855,-0.917749481,1.213284627,0.501543243,0.547575315
7.599898708,2.412342531,0.606092092,2.106930892,0.84140068,0.297197537,-0.865419873,1.141741692,-0.19719165,1.6396976
7.177429362,2.056040123,0.613389938,2.478373454,0.91453041,1.124419365,-0.923217569,1.042397937,0.532590167,1.607853967
6.492161891,1.583125008,0.350880398,2.618410123,0.67026292,0.801539921,-1.031252362,0.835107165,0.708791133,1.597597333
6.240049479,1.780502182,0.617902687,2.625855778,-0.013099885,0.924099238,-1.089516969,0.487228211,0.847925888,1.849649333
5.968171223,1.3042307,0.581777198,2.868894808,0.082764878,0.750395042,-1.199613224,0.200886996,0.7099484,1.047079057
4.962105669,0.689998585,1.143079059,2.892927838,0.268726802,0.876871493,-1.116865319,0.128951781,0.232928358,1.14312155
4.726838737,1.540960508,1.351499472,2.962571908,0.35298068,0.708286273,-1.094770215,0.012345527,0.357819663,1.482509117
4.302372959,1.226537483,1.713200046,2.461152669,0.036684138,0.814148169,-1.274159585,-0.125881215,-0.319896988,1.066179767
3.998670769,1.383840854,1.408473025,2.528213754,-0.480106285,0.929861162,-1.243358665,-0.567909573,-0.258804967,0.000975067
3.283435872,1.535012485,1.671153623,2.624069062,-0.698194123,1.217264781,-1.385308927,-0.995405596,0.27081435,1.19403825
2.922075485,1.998386438,2.276093723,2.712823323,-0.520346056,1.228975302,-1.602861964,-1.166993555,-0.103443267,0.846157761
2.784529038,1.200294462,2.021735225,2.733893892,-0.18001958,1.020402831,-1.533564531,-0.965923592,1.035902883,0.99398255
2.497973362,1.184903271,2.095928431,2.570873154,-0.447158008,1.27066055,-1.540764031,0.373941292,0.265061333,0.711109667
2.453790515,1.461810531,2.483561031,5.661202631,-0.160060062,1.075171185,-0.546483012,2.820699392,-0.44342215,1.070824367
1.748197015,1.293776369,2.7112339,7.577105042,-0.304805333,0.805875744,3.168048873,3.120797554,-0.091313176,0.070086917
1.209238131,1.715373936,2.356556738,7.824963206,0.015881673,0.477195918,6.295305558,3.572659908,-0.172385243,-0.1782553
1.513571738,1.281210862,2.240568585,6.490383977,-0.073950092,0.554828102,9.1018815,3.555216006,-0.311380767,0.589550515
0.867050554,1.102990631,1.647424,5.489473246,-0.503110208,1.014101873,9.742581354,4.639517115,0.082894217,0.469579233
0.910119381,1.293220554,1.158564,5.023007738,0.060353289,1.081745825,10.2790625,5.720887246,-0.065433583,0.165574967
0.920600047,1.246822567,0.943940477,4.416292623,-0.143204221,1.309627253,10.5803068,5.202296015,0.125641538,0.749509422
0.635391885,1.237022954,0.4430614,4.229867969,-0.480150566,1.351834276,10.11926443,4.806936403,-0.299020787,1.069254117
1.065784354,1.142130177,0.600116707,4.085503308,-0.151169854,1.198899458,9.496657673,3.825959988,0.523511167,0.180308233
0.969586568,1.157596915,0.944140015,3.683962562,-0.030212538,1.137623796,10.10550772,3.180615215,-0.191579143,1.334337167
0.398478202,1.661812646,0.720795915,3.425009538,0.189847115,1.602505904,12.35001725,3.417552331,0.510853045,1.124766267
0.873317755,1.460883385,0.734280585,3.112867385,0.097513708,1.303281465,14.49931453,3.009618019,0.62403264,1.332615117
0.773395203,1.280747662,0.397716205,3.164107154,0.327694908,1.0402141,14.89142192,3.4271113,0.257304333,1.07753625
0.410439741,0.793010777,0.793377685,2.551183054,0.226032236,1.407084253,14.64841446,3.110114627,-0.43254335,0.793846029
0.747115373,1.417282075,0.815664618,2.752274392,-0.311853131,1.356872086,15.01632983,3.155551219,0.351744183,2.251530517
0.695905577,1.473954598,1.060287665,2.918285231,0.057542304,1.633741808,14.63292452,3.769750512,0.213669885,2.157812
1.197366874,1.640273031,0.848159455,2.334529898,0.754593605,1.506577786,14.90161911,3.784665696,-0.533160217,1.622065467
0.912742953,1.231113431,0.863973346,2.512800185,0.127869185,1.41456073,13.77339583,3.235545765,-0.036628867,1.728593367
0.850483317,1.012417462,0.477596282,2.376845769,0.157778442,1.78017811,12.99710932,3.081045727,0.149675733,1.55045525
0.545442392,1.332522774,0.509383642,2.456347692,0.399457822,1.598213245,12.19958755,3.137396219,-0.172876963,1.72038324
0.098235892,1.628892794,0.729129929,1.876135815,0.205181529,1.543122915,12.00444616,2.857646058,0.129382767,1.347184642
0.608817286,1.271454161,0.373928569,2.169753008,0.108377608,1.381587023,11.06599193,2.552523437,-0.079942707,1.375572833
0.348414354,1.54947366,0.511861203,1.9532119,0.354812572,1.340282492,10.56312983,2.188801767,0.480060823,1.360285855
0.652726092,1.023420676,0.665196108,1.784272638,0.855197985,1.463528837,10.31380254,1.603550792,-0.09131705,1.782031328
1.068568526,1.526312595,-0.095798669,1.880986715,0.471804127,1.357567617,9.685705412,1.494595069,0.1829571,2.01589865
0.516863842,1.549425877,0.051611508,1.905628138,-0.334518192,1.730979029,9.101315537,1.437686627,-0.691470717,1.562777027
1.060270915,1.41880679,0.617023762,1.803914254,0.159101087,1.284320527,8.23856437,1.131017727,0.134318983,1.538086583
1.160178585,1.430256784,0.252576374,1.838110523,0.028424841,1.414022891,7.594076427,1.513609342,-0.897027967,0.95164315
0.535608146,1.647901669,0.170832525,1.871478485,-0.333905451,1.710536052,6.69370925,0.907674812,0.508306833,1.262673247
1.138177345,1.466480123,0.693972507,1.750541135,0.468039585,1.557648312,5.932490215,0.631197154,-0.111987267,1.280704222
1.037483275,1.482544562,0.049694777,2.030706138,0.279764738,1.227287585,5.531553662,0.540664788,-0.33372561,1.305789817
1.273195654,1.666650608,0.438672354,2.212882472,-0.042467738,1.3587758,5.156981923,0.257656065,0.650547242,1.202073667
1.073406257,2.101548054,0.253184296,1.915093354,0.519630708,1.504816731,4.8856468,-0.263503892,-0.009833295,0.821758583
0.736490771,1.741347785,0.120500185,2.31504,0.540205023,1.618594578,4.742019942,-0.459515665,-0.10272075,1.019505783
1.193646522,1.588146485,0.136916154,2.075489538,0.410225277,1.105384146,4.257053723,-0.897118746,0.622402433,1.31839105
1.017607362,2.154205569,0.061827458,1.941545462,0.323862582,1.20956058,4.551294906,-0.424462865,0.683438172,0.83759625
0.776619543,1.807736741,0.833208176,2.283704308,0.3255962,1.150294619,4.838989558,-0.519513881,0.220965167,1.196442183
0.648730908,1.644112908,0.395434812,1.941365462,0.467500931,1.573237823,5.064800404,-0.590199819,0.840902817,1.542921983
0.611718492,1.662422046,0.114580524,2.235071,0.645713172,1.1611118,4.790619469,-0.633724645,-0.214071883,0.794521495
1.030254182,2.255360738,0.491718742,1.752534146,0.612052269,1.136131853,4.987693527,-0.250419963,-0.082462683,0.890086367
0.707484284,2.661941231,-0.044857233,1.861762523,0.259778623,1.11828523,4.712630573,-0.376992327,0.08946055,0.650832617
0.834081992,1.965106946,0.601924092,2.185909769,0.263075833,1.361262169,4.600276558,-0.685978733,-0.262873817,0.672319307
0.819096923,1.604493462,0.424820459,2.439060754,0.090566215,1.049090816,4.505401946,-0.482780946,0.733723983,1.13181265
0.559818202,1.415876133,0.66907386,2.408695031,0.562392245,0.912031697,4.34135208,-0.681420023,0.22503195,1.504860933
0.842562862,1.497127249,0.590721124,2.528231231,0.092474684,0.78721566,4.511284231,-0.293770773,0.307811383,1.0146633
0.825495108,1.87227292,0.176143364,2.286796462,0.318354172,0.715073442,5.039910631,-0.490114804,0.561550695,1.542538715
0.265915123,2.060912715,0.217667804,2.229664631,0.638971946,0.458901892,5.509873288,0.055482508,0.183218047,0.971128652
0.646068988,2.234015769,0.422338974,2.383980069,0.497257777,0.750925815,4.994391035,0.972479173,0.212901467,0.488312525
1.061329277,0.992126862,0.538977092,2.4376653,0.560782685,1.009626485,4.621929257,1.599207327,-0.638781235,0.693798967
0.558637638,1.874711454,0.57378833,2.228579646,0.601938785,0.647761903,4.058128228,1.8887781,-0.457553967,0.847379825
1.060170754,2.145669012,0.192301263,2.528294531,1.801170077,0.782117245,3.9633462,1.944387096,0.841011583,1.926319483
0.480464277,2.565365392,0.033739727,2.894983769,1.9390867,0.478789323,4.078561958,2.059998346,0.019013867,0.9686336
0.92970808,1.646646123,0.188258675,2.471272662,2.473059054,0.487199223,3.646916369,1.877996942,-0.22238705,0.960737467
0.951210643,1.896770554,0.449908114,2.881163077,3.251514077,0.437423012,3.770503396,2.210286435,-0.269031462,0.86346225
0.512654246,2.027891708,0.390181685,2.248686877,3.147159377,0.566061981,3.711744158,2.308260827,0.145835827,1.723113833
0.650907965,2.109555646,0.251382646,2.437908562,2.301559478,0.680012616,3.638614423,2.476014231,0.289395867,1.478672017
0.329868235,1.999650869,0.387241687,2.512671023,2.452563191,0.497897677,3.801901981,2.563078446,0.562028217,1.18936315
0.689436288,2.093193308,0.185913322,2.366322419,2.333594484,0.702177229,3.954535227,2.509724231,1.015145005,2.457877167
0.572628177,2.190073422,0.425986955,2.536710931,1.466432953,0.33314515,3.647504669,2.503799938,0.151391383,1.628784117
0.747288445,2.047992238,0.922190938,2.436768615,1.125705992,0.260736354,3.777400592,2.644291696,-0.284536183,1.419410783
0.618753275,2.172572594,0.797200123,1.985767154,2.091859658,0.268962812,3.670508258,2.937897642,0.066824837,1.298034433
1.340305443,2.113866508,0.754337032,2.313686662,1.523667041,0.471148835,3.6592525,2.372595038,0.080860507,1.70024625
0.546325092,2.300217077,0.40198609,2.330065138,1.25965215,0.556997125,3.573593165,3.055549488,-0.0420442,1.028216557
0.354538899,2.595587,0.428005423,2.3585599,0.83213932,0.509274945,3.569194931,3.454559785,0.61057195,1.399368545
0.759286231,1.571988047,-0.053056997,2.665113262,0.470631415,0.914197508,3.163785196,3.964777754,0.912969165,0.91465565
1.010993569,2.005644631,0.552940033,2.425638631,0.589427391,0.736695735,3.106275681,3.170792788,0.7124149,1.277885667
0.846138708,1.849560477,0.522698345,2.487855931,0.595639285,0.72774897,2.664022414,2.593105542,0.065200183,0.34006518
0.576933562,1.872049777,0.522401168,2.294345108,0.498180646,0.60408455,2.78171156,2.174246065,-0.201216967,0.3855119
0.89393304,2.237171833,0.458215435,2.806024,0.245803063,0.416408868,2.761231196,2.062390119,1.419962993,1.481645167
0.510706763,2.236876423,0.183152538,2.014643615,0.657406123,0.730733735,2.431373527,2.417951877,-0.072837733,0.41431845
1.210585623,1.978981408,0.154980797,2.465728555,0.780812767,0.281298705,2.352928335,2.463206335,-0.290175717,0.55912203
1.370012777,1.276977185,-0.100117653,2.145391533,0.519821658,0.592340935,2.21101731,2.611341837,0.243435112,1.632688483
0.691962773,2.130062723,0.679387161,3.034721692,0.312612423,0.729683381,2.314988173,2.231831692,0.076086625,1.31371365
0.772622947,1.640073898,0.646685923,2.882457477,0.257977585,0.881549648,2.372712431,1.598292427,0.190442927,0.728497133
1.226047307,1.275133308,0.630523485,3.208754169,-0.08274986,0.558452273,2.218306458,1.817388157,0.07813685,0.36710945
0.940442262,1.227090969,0.463534936,2.975681238,0.414458327,0.560078646,2.200985112,2.430252483,0.046404933,0.333431867
1.48540628,1.704546069,0.493518915,2.965042346,0.091878316,0.532519913,2.05019925,2.339509114,0.21494275,0.8423805
1.291821183,1.637449108,0.8792362,3.174861462,0.4043781,0.506999247,1.679799701,2.784830419,0.218668517,0.158713833
1.618979735,1.468027354,0.243823431,3.058313085,1.022862638,0.380557715,2.023225158,2.534195808,-0.223466917,1.0545342
1.257747816,2.220663054,0.552207474,2.770529,0.874928292,0.794903681,1.872485392,1.913073562,0.1914739,0.742251555
1.083663428,1.768011708,0.345425438,2.657299092,0.927185169,0.59079085,1.926272024,2.130284647,-0.509006908,0.980092467
1.511980162,1.815904062,0.370504679,2.561527215,1.202425043,0.580049996,1.926444573,2.550490246,-0.284126,0.542755975
1.170046846,1.805824285,1.015638592,2.716205308,0.112620508,0.747302233,1.820782992,2.017313092,0.3325457,0.66677294
1.032036731,1.981681977,0.534638523,2.980533008,0.639764507,0.512745715,1.756034738,1.343571204,0.248288333,0.7247975
0.639100038,1.566600769,0.544256962,2.814171346,0.812155923,0.599479235,1.631490812,0.853845415,0.1385514,0.40658085
0.915637477,1.478083492,0.093283028,2.613152508,0.586120005,0.583517242,1.430071915,0.782959404,0.0361114,0.244239117
0.545173154,2.040257532,0.513480085,2.3579516,1.007114531,0.89445765,1.160982931,1.710209538,-0.19350995,0.44535095
0.873887083,2.082354608,0.267785592,2.662342462,0.448951548,0.349137258,0.954834354,1.525913423,0.372817117,0.787010878
0.829759342,1.705388285,0.447416238,2.651179538,0.326549505,0.899814712,1.893689802,1.481436627,1.061550167,0.074557653
0.898761815,1.486113574,-0.250678677,3.523987732,0.460307106,0.649112958,2.155345185,0.948351136,1.266252017,-0.223153333
1.264900615,2.201454954,0.353484915,3.896536485,0.917250846,0.604524743,3.903277513,0.755053519,1.669901067,0.42068775
0.720055292,1.9350801,0.792823352,3.785620462,0.772800752,0.4541958,4.875331588,1.109324915,2.212966223,0.87458235
0.736866054,1.852224108,0.037007555,3.760452815,1.134461554,0.585613345,4.833199773,0.928214892,1.861816667,1.094501
0.596186585,1.388256751,0.071433422,3.902181638,0.832861523,0.769803756,4.352661432,1.230179069,1.2562716,1.276210117
1.2412867,1.531778653,0.207062352,3.814677754,1.153586005,0.856221418,4.054502465,1.335674719,0.93516765,1.0551177
1.457804085,1.021025593,0.171219125,3.654438297,1.006132787,0.37840065,3.998644608,1.703658692,0.8471184,0.86041104
1.587461992,1.215358262,0.090425306,3.638128263,0.304168369,0.791608993,3.523878915,2.135384269,0.417212617,0.558637327
1.381526731,1.620658777,0.174862695,3.629439295,-0.089438131,0.872465044,3.503088627,1.825030058,1.07582956,1.282409183
1.571726354,1.839787938,0.091326623,3.556803082,-0.068618646,0.887137423,3.204944827,1.447336504,0.234452017,0.7286967
