BLA-Insc-1_C01,BLA-Insc-1_C02,BLA-Insc-1_C03,BLA-Insc-1_C04,BLA-Insc-1_C05,BLA-Insc-1_C06,BLA-Insc-1_C07,BLA-Insc-1_C08,BLA-Insc-1_C09,BLA-Insc-1_C10,BLA-Insc-1_C11,BLA-Insc-1_C12,BLA-Insc-1_C13,BLA-Insc-1_C14,BLA-Insc-1_C15,BLA-Insc-1_C16,BLA-Insc-1_C17,BLA-Insc-1_C18,BLA-Insc-1_C19,BLA-Insc-1_C20,BLA-Insc-1_C21,BLA-Insc-1_C22,BLA-Insc-1_C23,BLA-Insc-1_C24,BLA-Insc-1_C25,BLA-Insc-1_C26,BLA-Insc-1_C27,BLA-Insc-1_C28,BLA-Insc-1_C29,BLA-Insc-1_C30,BLA-Insc-1_C31,BLA-Insc-1_C32,BLA-Insc-1_C33,BLA-Insc-1_C34,BLA-Insc-1_C35,BLA-Insc-3_C01,BLA-Insc-3_C02,BLA-Insc-3_C03,BLA-Insc-3_C04,BLA-Insc-3_C05,BLA-Insc-3_C06,BLA-Insc-3_C07,BLA-Insc-3_C08,BLA-Insc-3_C09,BLA-Insc-3_C10,BLA-Insc-3_C11,BLA-Insc-3_C12,BLA-Insc-5_C01,BLA-Insc-5_C02,BLA-Insc-5_C03,BLA-Insc-5_C04,BLA-Insc-5_C05,BLA-Insc-5_C06,BLA-Insc-6_C01,BLA-Insc-6_C02,BLA-Insc-6_C03,BLA-Insc-6_C04,BLA-Insc-6_C05,BLA-Insc-6_C06,BLA-Insc-6_C07,BLA-Insc-6_C08,BLA-Insc-6_C09,BLA-Insc-6_C10,BLA-Insc-6_C11,BLA-Insc-6_C12,BLA-Insc-6_C13,BLA-Insc-7_C01,BLA-Insc-7_C02,BLA-Insc-7_C03,BLA-Insc-7_C04,BLA-Insc-11_C01,BLA-Insc-11_C02,BLA-Insc-11_C03,BLA-Insc-11_C04,BLA-Insc-11_C05,BLA-Insc-11_C06,BLA-Insc-8_C01,BLA-Insc-8_C02,BLA-Insc-8_C03,BLA-Insc-8_C04,BLA-Insc-8_C05,BLA-Insc-8_C06,BLA-Insc-8_C07,BLA-Insc-8_C08,BLA-Insc-8_C09,BLA-Insc-8_C10,BLA-Insc-8_C11,BLA-Insc-8_C12,BLA-Insc-8_C13,BLA-Insc-9_C01,BLA-Insc-9_C02,BLA-Insc-9_C03,BLA-Insc-9_C04,BLA-Insc-9_C05,BLA-Insc-9_C06,BLA-Insc-9_C07,BLA-Insc-9_C08
2.048807175,-4.0258598525,-2.743911775,33.766562500000006,0.340798725,0.9872358,0.4952925625,0.281065675,-0.52349135,8.2115065,12.025169975,11.7454566575,2.693809725,8.083019250000001,-0.69772323,3.203604,0.609424725,4.90517775,-1.9996635,3.28640825,5.070917,7.051313749999999,43.58108,13.284502749999998,1.975050225,3.7165845,8.069478925,17.076181,35.232551525,0.39017905,8.7073875,117.38266,1.0071603999999998,19.305657,-0.0655982499999998,-1.15270402,-1.1810131,-0.66255032,0.3327551000000001,2.8078872,-0.15738898,-0.529765198,0.4845714499999999,0.03303124,1.04859008,0.15353154,3.5105686,0.481301546875,3.635727625,3.769749387500001,0.8716352812499999,6.396710062500001,-0.4376470681249999,-3.1792562,3.255328629,2.379500520000001,2.265211870000001,6.683000720000001,3.5213801000000005,-11.9006076,4.07006502,5.5872865,4.688269099999999,3.5933752,6.185153100000001,10.7334081,16.775303100000002,1.0731645700000003,-1.0012044799999995,7.13528889,-0.3322402624999999,-0.5717518875000001,0.6333967875000001,4.10423275,0.305810425,2.5522645625,5.32147836765625,9.99814225,0.6531619859374997,3.5819783859375005,-0.32899987421875,5.6200388000000014,1.000362878125,0.459404653828125,7.655409499999998,5.679969767187499,2.8639231903125,38.2632990625,3.2592331178125,-0.1208910156,0.0741769235999999,-0.23834356,-0.0245160231999999,0.6690208884000001,6.60805672,0.3935927000000001,3.0203383883999995
2.59781875,-4.34382415,-2.916837675,36.09434725,0.927508725,1.22353605,-0.047982425,0.9574714,-0.95061825,7.119261,18.28750725,10.244582875,1.9688950675,8.302797925,-0.71832365,3.39483195,-0.5203986500000001,5.81217425,-2.76037775,3.545075,4.707563700000001,6.728191499999999,50.06966,13.6319735,3.208695725,2.930524,8.541892724999999,17.02867225,34.2616579975,-0.3119266245,9.554276,128.186425,0.8605065249999999,20.28590175,0.3088797500000002,-0.23447904,-0.91290374,0.39159402,0.98772974,3.660716400000001,-0.56843876,-0.5440234,0.51357206,-0.58859096,1.04059788,-0.66942992,4.1253352,0.74082630325,3.7914169374999993,3.2908378250000005,0.8889701999999999,6.2992239375,-0.925131680625,-2.89503136,3.336512150000001,1.2149181759999998,2.69687366,6.5112813,3.6671492,-12.4081473,4.00519428,5.722468190000001,5.008685600000001,3.9416205,6.284640199999999,10.6545762,17.371240900000004,1.1751476100000002,-1.25974953,6.01497368,-0.05712812125,-1.13517258375,0.848598585,4.462581236249999,0.37992432125,2.70879794375,5.327063750625001,10.230032171874996,0.5315376028125001,3.462667975000002,-0.1759264628125,5.744958334374999,0.7952328795390626,0.25495583453125,7.5966137671875,5.923985140624999,2.8956632046875,38.84094062499999,3.2805309218749987,-0.5796095108000001,0.6728259571999999,-0.0243532503999999,-0.3219252312,-0.0229634120399999,6.42379656,0.4339152956,2.5001772032
1.9568045,-4.52320125,-2.234176125,34.759921250000005,0.151178675,0.7100936250000001,-1.51021575,0.50640365,-2.4134511,6.734917,21.560198775,10.693628275,2.014651,6.715552515,-0.382322175,3.026853,-0.872669575,6.43944525,-2.8924012500000003,2.4604057,4.34122965,7.77491075,54.195072,11.42107625,4.2955362500000005,3.39466925,8.155683125000001,17.423484000000002,32.13576975,0.2572266,7.5538240675,141.57011749999998,0.7228773000000001,20.510662,0.2990487500000001,0.1242267019999999,-0.4980055,0.26322304,1.368092414,2.8551224,0.97128604,0.048688228,-0.3208287800000001,0.076828,1.06538918,0.65676926,3.4785138000000004,0.5791998999999999,3.7485360625,3.5779426451875,0.90519156875,6.399825625000001,-0.7618296187500002,-3.51027172,3.35924351,1.99737083,2.28719945,6.723267299999999,2.87053504,-12.3931081,4.30201549,5.452620399999999,4.8445374,3.2377644,5.545722700000001,10.812428,18.5502578,1.33035682,-1.4956914400000003,6.24607141,-0.0134822625,-1.2177885075,1.4126869999999998,4.0173985375,0.0980537874999999,3.0344615,5.464420062343749,10.099752078125004,0.5843313070312499,3.445141378125,-0.2362909507812499,5.784100971875001,0.9687834616406252,0.1684367172812499,7.5775371359375026,5.83186878125,2.9695196740625,39.02331375,3.468820290625,-0.2856228167999999,0.875308106,-0.0174642159999999,-0.1759000492,0.415850628,6.840103239999999,0.37832844,2.78328602852
2.29098346275,-3.4130395000000004,-2.6865438,32.80247875,0.5843694,0.910123,-0.659973725,0.5686825499999999,-1.74844215,5.8749857500000005,21.7009455,8.915489375000002,2.847832525,6.28427415,-0.62388005,3.8070174975,-0.3098184749999999,5.168987749999999,-2.66546125,2.6856835,4.2891118,9.48086725,55.515885,11.189529,4.72714,2.87775775,7.2929421,16.8301245,33.633962575,0.5142641,8.427571499999999,147.9948825,0.593717275,23.01539,-0.06903475,0.1562809999999999,-0.78905328,1.26193756,1.1808639399999998,2.5012832,-0.95907848,-0.0447957,0.8585056,-0.16763704,0.906135172,0.1142795999999999,2.9596818,0.425260375625,3.628152625,2.8595268425,0.973145035,6.62469673125,-0.7089682568750001,-3.0619438104,4.104736449999999,1.80735851,1.988869381,6.08897491,2.8598279800000004,-12.61217,4.5184783,5.4360296,5.3231718,3.3866366999999995,5.881997700000001,10.7760499,18.6661928,0.4173749520000001,-1.68408157,5.580374450000001,0.4241629875,-1.223504475,1.2444067124999998,4.3803340125000005,1.04560962125,2.617249,5.09750502296875,9.785052796874997,0.6308290746874998,3.4861237218750003,-0.0455512763437499,5.521543185937498,1.1273655209375002,0.4760055875625,7.556750423437501,5.909402554687501,3.36596552125,39.28624921875001,3.531907186953125,-0.1870247844,1.043513624,-0.1224228079999999,-0.0279874027999999,0.529915092,6.74946,0.1629530304,2.8430353876
4.0859872500000005,-3.26261915,-2.7090975,30.27456125,0.6453536,1.00744345,-0.21414795,0.3245773349999999,-2.52989,7.11086675,21.23971675,7.548296275,2.133071,5.435780045,-0.3945033,3.65633005,-0.8689915799999999,4.716875,-3.117849,2.66499875,4.101194250000001,8.54481775,53.341605,12.75130725,5.804522975,4.75191675,7.830682524999999,16.67497125,34.63168575,0.5658347500000002,7.074996825,149.24071250000003,0.4725054000000001,22.6927425,-0.31228875,0.0605954999999999,0.1455086879999999,-0.06852372,1.130404496,3.229117,-0.4955021819999999,-0.2284842399999999,0.45268552,-0.3016192,1.39844558,-0.276799568,3.3000982,1.175485475,3.8573916875,3.1223598437500004,0.8301889500000001,6.194202008125,-0.227839845625,-3.59613674,3.977427230000001,2.3902213000000003,2.61911311,6.446103299999999,3.3520942000000007,-12.4324288,3.76056725,5.47695588,4.9759344,3.8885867,5.8499748,11.0190134,18.557909599999995,0.7956388040000001,-1.8829651000000005,5.631804840000001,0.3798610249999999,-1.2923417025,0.53904208,3.3196291375,0.25362706625,2.900205325,5.304730726562501,10.14282903125,0.4429433114078126,3.486732015625,-0.05604174078125,5.69972264375,0.8851591624999998,0.29087510815625,7.745527164062499,5.872416234375,2.918186726093749,39.5106121875,3.4857544604687494,-0.2655354768000001,0.8286099655999998,-0.0293565855999999,0.0803353052,0.6764170832,6.720592520000001,0.4663283412000001,2.72054650012
5.560884749999999,-3.3722227945000003,-2.5145489,29.00199225,-0.0135987999999999,1.05865315,0.06888965,0.4956081499999999,-2.06630975,5.6046925000000005,20.58122925,6.189554775,1.788111425,6.0520380000000005,-0.575688675,3.1099612750000003,-0.5919373,4.427130975,-3.3255464000000003,0.855294555,4.706981605,7.52015975,52.675565,10.8164045,4.669343075,3.37060475,8.23389925,16.00877275,35.583067,0.9885147500000002,7.4833874,148.15081,0.3587527,25.0040825,1.339164075,0.14774552,0.5657339239999999,-0.154995598,0.2361538,2.8935317999999994,0.280235815,-0.311598424,0.36655998,-0.0429375,0.53799826,0.6369277999999999,4.0964858,0.5211964750000001,3.696328125,3.165943125,0.989383823125,6.7008575625,-0.96171610625,-2.8758881,3.512545515,1.56578722,2.72918519,6.307002600000001,3.5521872,-12.730745,4.456088609999999,5.3527802,4.9483302,3.2775797000000004,5.4934507,11.1756818,17.517695699999997,0.3809533799999999,-2.0141160000000005,5.25439213,0.7592616999999999,-0.8730129662500001,0.443602575,3.685935525000001,0.5768704749999999,2.536843325,5.56055182734375,10.504745703124998,0.4410559760937503,3.450765259375,0.0569585470312501,5.6986160921875,0.9295164067968748,0.2631042,7.9058566796875,5.857304328125001,2.6907626006250003,39.53920421874997,3.4112990796875,-0.3883663174,0.4938349368,-0.1156185279999999,-0.1341077521199999,0.9457687003200002,7.364938,0.2745524332,2.632013036
6.0979209375000005,-3.97566725,-1.0763807499999998,27.94611925,1.070682375,1.0787104,-1.18272155,0.532785575,-2.3330971175,6.537939,19.50284025,6.654979225,2.4965599000000003,6.0586907,0.0864258249999999,2.9243465,-0.437844125,4.612309225,-2.776408,2.086222,3.795643125,8.22170625,50.1684175,11.01857,4.5741603225,3.1710215,7.718883000000001,16.034200499999997,35.12084875,0.7414580000000002,7.43247375,145.898505,0.2519998,25.6164,1.0029559,0.16052154,-0.35159428,0.21759304,1.40659498,2.9013378,-0.440259954,-0.712878226,0.28776154,-0.03159546,1.34375526,0.113063842,2.7290286,0.5984154093749999,3.34318196875,3.0994108924999995,1.2656240062500002,6.66759080625,-0.72602704375,-3.30325237,3.5912814000000006,2.17146812,2.91172895,5.860744899999999,3.4013318,-12.4190377,5.1016561,5.4114969,4.9905901,3.6823533,5.9434735,10.7200117,17.9789099,1.1436273900000002,-2.18406127,7.187478969999999,0.0596694027499999,-1.01483355,1.2241434000000002,3.5964103750000005,0.6695655,2.2637875875,5.354313170395312,10.422751359375,0.48738593465625,3.719218640625,0.051348273078125,5.626162185937499,0.7540295089062498,0.2649518184375,7.796525171875001,5.535906109375001,2.9336155073437507,39.2625371875,3.3816131625,-0.1000587775999999,0.8309118268000002,-0.0801340183999999,-0.4490801532000001,0.4256194304,7.174512040000001,0.4898659952,2.43996141188
6.5371308500000005,-3.5644602,-2.0743293,27.944036250000003,0.8560028500000001,1.4434545,-0.963077065,0.130434425,-1.0731228725,6.49435225,19.249829,5.892636575,2.7777105,6.4205057000000005,-0.6495272000000001,4.202137850000001,-0.185399,3.19230725,-3.316011975,2.303568,3.245947125,7.05151925,48.9014775,12.1951025,5.7667393250000005,3.783384,7.378507875,17.6625205,33.54497575,1.64377785,9.13004385,140.3620775,0.1518159724999999,25.195215,0.5917052324999997,0.0590895799999999,0.4166276,0.6479207199999999,0.6366788000000001,2.6169208000000004,-0.24170071,-0.5087396999999999,-0.2167237599999998,-0.74183124,1.4420453599999998,0.0816442799999999,2.4624622,0.5554731856249999,3.71878613125,3.6934185,1.021650915,6.613748187500001,-0.7072188499999998,-3.47253412,4.59327285,2.32681166,2.274927611,5.860038199999999,3.3506482,-12.580226,5.6709285000000005,5.32438621,4.947783300000001,3.888846500000001,6.2829365,10.6952749,17.3431694,0.8932380390000001,-2.33915562,6.96514751,0.7613049962499999,-1.5661594,1.0552581262499998,3.9144217875,0.16787735,2.755676675000001,5.607451569687497,10.449962484374996,0.4642454223437499,3.4315610031249992,-0.1557223601093749,5.736449940140625,0.96382375796875,0.1245240878124999,7.688031203124999,5.861020859375001,2.8044629609375,39.64794906249998,3.6318757409374993,-0.2755190112,0.7301110192000002,-0.2616033799999999,-0.1320268079999999,0.5282206884,6.530526000000001,0.0376259239999999,2.178896068
8.058701725,-2.471135525,-0.98074185,25.97793175,0.5763407250000001,0.55349323,-0.0093077249999999,0.856639825,-1.34293425,5.8507485,17.4346845,4.813436125000001,3.3341891250000004,6.276371525,-0.435291325,4.2165575,0.7456489900000001,3.129866475,-3.412397025,1.583437275,4.4114456,7.257027499999999,47.73516000000001,11.8938735,4.75488,2.874872125,7.855570275,17.89324,33.20365375,1.5678005575000002,8.6314995,137.8080875,0.05779724325,24.906895,0.2672641,-1.04549118,-0.298483864,-0.70277624,1.049824818,3.5212568000000006,-0.27550298,-0.098913936,0.70192876,-0.39395458,0.89428622,0.60763336,3.3866460000000003,0.61799488,3.2940781687500005,3.4213191000000003,0.7635315687500002,6.529615687499999,-0.7700234625000001,-4.17427433,4.000763610000001,2.1886939,2.1688142,5.27598624,3.612074200000001,-13.386194,4.56845752,4.9839053,4.848348400000001,3.51727298,6.0407647,10.327928399999998,17.0601336,0.6422747229999999,-2.48069731,6.5813739,0.602776475,-1.9619912375,0.231779175,4.206739499999999,0.4832946875,2.7213408875,5.6354020621875,10.618922125000005,0.6018256378124999,3.681158475,-0.1405678391093749,5.454658387499999,0.8074668354687499,0.0816499865625,8.125132496874999,5.647012043437498,2.7290557271875,39.52106734374998,3.8279315939062495,-0.124237852,0.727905528,-0.4084060343999999,-0.3362805668,0.3614563856,6.617606971999999,0.0854895832,2.5778966000000003
7.639879075,-2.923051725,-1.7599560675,26.18216275,0.742568975,1.7065201,0.295019,1.0386863750000002,-1.17942775,5.6310615,16.58404125,4.8510007250000005,1.78998885825,7.5435220865,0.540302825,4.700412075,-0.4767405000000001,4.2706325,-2.8800375000000003,1.858417,3.4507603000000007,7.859555,47.793785,12.161998,4.11213885,2.977386,7.462079975,18.321665,33.0173683025,1.353485225,9.117768,134.3443375,-0.03043567,26.935835,-0.0292304000000001,-0.1209660159999999,-0.8772453600000001,0.1471764999999999,1.1859967,2.66690036,0.346928786,-0.009107194,0.3485854800000001,-0.5176835860000001,0.8221697020000001,0.2727272899999999,2.112959,1.0108206525,3.717820875,3.2330037875,1.502205023125,6.0475358125,-0.4428637697499998,-2.940272020000001,3.28231853,2.25456148,2.23205938,5.5017604,3.5379951000000007,-12.637928,5.0203250200000005,5.0708357,5.2632726000000005,3.4083677000000003,6.1504632,10.3128574,17.3700181,1.0536783749999998,-2.4460147,7.218859819999999,0.7051729375,-1.151304375,0.818379997125,4.1016107,0.6385445937499998,3.228340375,5.86071111484375,10.415843890624998,0.397491931875,3.669637317968749,-0.3002109245312501,5.553887876562497,0.9307564842031248,0.256551265,8.025213765624999,5.857835184375,2.94298198375,39.38425906249998,3.921959353125002,-0.0950926647999999,0.8654939664,-0.2268393839999999,-0.2260837879999999,0.54142581132,6.196324840000001,0.3140510552,2.616793558
