BLA-Insc-1_C01,BLA-Insc-1_C02,BLA-Insc-1_C03,BLA-Insc-1_C04,BLA-Insc-1_C05,BLA-Insc-1_C06,BLA-Insc-1_C07,BLA-Insc-1_C08,BLA-Insc-1_C09,BLA-Insc-1_C10,BLA-Insc-1_C11,BLA-Insc-1_C12,BLA-Insc-1_C13,BLA-Insc-1_C14,BLA-Insc-1_C15,BLA-Insc-1_C16,BLA-Insc-1_C17,BLA-Insc-1_C18,BLA-Insc-1_C19,BLA-Insc-1_C20,BLA-Insc-1_C21,BLA-Insc-1_C22,BLA-Insc-1_C23,BLA-Insc-1_C24,BLA-Insc-1_C25,BLA-Insc-1_C26,BLA-Insc-1_C27,BLA-Insc-1_C28,BLA-Insc-1_C29,BLA-Insc-1_C30,BLA-Insc-1_C31,BLA-Insc-1_C32,BLA-Insc-1_C33,BLA-Insc-1_C34,BLA-Insc-1_C35,BLA-Insc-3_C01,BLA-Insc-3_C02,BLA-Insc-3_C03,BLA-Insc-3_C04,BLA-Insc-3_C05,BLA-Insc-3_C06,BLA-Insc-3_C07,BLA-Insc-3_C08,BLA-Insc-3_C09,BLA-Insc-3_C10,BLA-Insc-3_C11,BLA-Insc-3_C12,BLA-Insc-5_C01,BLA-Insc-5_C02,BLA-Insc-5_C03,BLA-Insc-5_C04,BLA-Insc-5_C05,BLA-Insc-5_C06,BLA-Insc-6_C01,BLA-Insc-6_C02,BLA-Insc-6_C03,BLA-Insc-6_C04,BLA-Insc-6_C05,BLA-Insc-6_C06,BLA-Insc-6_C07,BLA-Insc-6_C08,BLA-Insc-6_C09,BLA-Insc-6_C10,BLA-Insc-6_C11,BLA-Insc-6_C12,BLA-Insc-6_C13,BLA-Insc-7_C01,BLA-Insc-7_C02,BLA-Insc-7_C03,BLA-Insc-7_C04,BLA-Insc-11_C01,BLA-Insc-11_C02,BLA-Insc-11_C03,BLA-Insc-11_C04,BLA-Insc-11_C05,BLA-Insc-11_C06,BLA-Insc-13_C01,BLA-Insc-13_C02,BLA-Insc-13_C03,BLA-Insc-13_C04,BLA-Insc-13_C05,BLA-Insc-13_C06,BLA-Insc-13_C07,BLA-Insc-13_C08,BLA-Insc-13_C09,BLA-Insc-8_C01,BLA-Insc-8_C02,BLA-Insc-8_C03,BLA-Insc-8_C04,BLA-Insc-8_C05,BLA-Insc-8_C06,BLA-Insc-8_C07,BLA-Insc-8_C08,BLA-Insc-8_C09,BLA-Insc-8_C10,BLA-Insc-8_C11,BLA-Insc-8_C12,BLA-Insc-8_C13,BLA-Insc-9_C01,BLA-Insc-9_C02,BLA-Insc-9_C03,BLA-Insc-9_C04,BLA-Insc-9_C05,BLA-Insc-9_C06,BLA-Insc-9_C07,BLA-Insc-9_C08
11.40626925,1.43377395,2.39368525,0.93306535,-0.0436571,2.92455475,0.601713325,0.6893740899999999,0.5230761749999999,2.8403465,16.697205,6.1340725,1.032609875,1.37390745,6.329836575,3.839389275,0.7631780499999999,1.7603096075,1.4814573250000005,0.2633083499999999,28.166735,-7.2082705,11.547467,9.412714,6.3609825,0.446162725,0.92451375,4.040049499999999,0.55399555,3.019032075,4.467964,-0.0621011824999999,44.51752,-6.1284165,9.581382,1.273375575,1.9375932,3.89824125,1.4072789499999998,2.3610847500000003,0.66134085,-0.560095225,-0.7666679000000001,0.5879721225,0.1185767,3.552352,-1.5390899,-0.5935465,12.496392,-1.71321025,2.813628275,-2.513578,2.5277135,-1.9951536250000004,4.063995749999999,1.92979725,5.05347325,12.58341875,2.3519469,-10.315377,-1.8349775000000008,5.28518575,1.522965825,3.772852,10.27677125,37.395275,8.616693249999999,0.21338325,9.29228725,0.895783605,0.1076126999999999,0.824535995,-1.2557896,0.981869275,-0.62810165,-0.6415862000000001,5.019714499999999,0.97815175,0.78582635,5.9645997500000005,8.3088365,2.704069825,2.09084885,3.94236775,12.89743775,1.01533755,6.924944999999999,-0.887741975,0.82155385,0.727423075,3.75876825,1.53286785,1.80038515,11.7281125,5.912209,-2.6974252725000003,92.279905,7.789101775000001,0.7691933,-0.2815563749999999,3.122974825,2.97750975,0.5475798250000001,7.8676425,-1.5166289750000002,1.857784075
10.9578605,2.58406125,2.84686395,0.7064549,-0.5005927000000001,3.18240825,1.0503248749999998,1.0629071250000002,0.33484105,2.7505187500000003,17.16245,5.60102275,1.6381734,2.43508345,6.008800000000001,1.908185475,-0.0031138,2.4831735,1.84148745,0.5851725249999999,27.649035,-7.463982000000001,11.19582825,8.42624125,5.817979575000001,-0.2880873025,2.7058558,4.325386575,0.2249902,4.370430000000001,3.5890865,-0.0647165025,42.520465,-6.295708,9.9562936,2.5276075,2.51436975,1.99426595,-0.6240620750000001,1.141194225,1.049317225,-0.7035585550000001,-1.1398175,-0.01828245,0.1963169499999999,3.690239,-2.028108975,-0.6806891,13.72863,-3.404671,2.36090325,-1.5071880750000002,1.56123665,-1.6366863250000003,4.33584625,0.3998045,4.408558675000001,12.153675,2.679822525,-11.341403025000002,-2.6115150000000007,4.574544625000001,0.482275275,2.53288825,11.2186385,37.472765,7.937359499999999,0.1223186499999999,9.94657175,0.3476285999999999,0.669661075,0.14555805,-1.192441675,1.5014389499999998,-0.016559225,-0.0976495,4.748430675,0.419301875,0.950372825,4.767765174999999,9.02097325,2.0071799,2.65130375,3.134848,15.135791,2.192117125,6.84413175,-0.457385075,0.8300969149999999,-0.2341488249999999,3.4706866,2.0106635,1.3827990999999995,12.86791175,6.0251415,-3.75914135,93.567045,9.35617475,0.3112103725,-0.292402175,2.97914325,2.91673775,1.564781675,8.776181000000001,-1.313523975,2.202835
11.81655525,1.890391525,3.63231425,0.066743475,0.1043949,1.935858125,-0.498270575,0.65016563,0.0943076775,2.81081975,17.54431,5.90252325,1.067723945,1.7179889999999998,5.282514575,2.688013925,0.611677575,1.6716585,1.498082475,-0.38191865,28.077525,-6.5138155,14.550140250000002,9.29815425,7.0099762000000005,0.7119200749999999,1.65689265,3.77437425,-0.157391975,3.559027,5.0520105,-0.04203292,40.558415,-6.084037,11.73052825,1.61379975,1.98377445,4.8869005,0.4517199999999999,1.6913252,0.96682995,-0.578138425,-1.108456985,1.2654899325,0.36077695,2.67603675,-0.8601305225,0.3050651,12.471565,-3.04939055,0.9766465,-3.3427995,2.938973725,-0.2794510500000005,4.0909645,0.25921845,4.1343505,12.79111825,3.45292,-11.55068125,-2.5142275000000005,4.80713055,0.81096433,4.03700175,12.29443025,35.99506,8.186899499999999,0.0145884025,11.71241475,-0.3303296000000002,0.284376425,0.43646895,-1.7838203149999998,0.8610789249999999,-0.7248557250000001,0.296350175,4.349996675,0.1350227999999999,0.0648348,4.7639929,7.23488,1.716895675,2.61061526,2.44589625,14.06836325,0.975711725,6.58666225,-1.1418129,-0.489110575,0.5324066725000001,2.8223484999999995,1.25772385,1.51745905,11.936794,5.949724750000001,-3.907438,94.34092,8.9924955,0.2333644675,0.105958375,3.006312,3.07088525,1.5449877,7.72553175,-0.8034133999999999,1.757309975
11.11099725,1.2363483249999998,3.726188,1.1314236249999998,-0.294035625,3.71382975,0.93492553125,0.623410325,0.897621775,1.953182,16.528541999999998,5.756016499999999,2.63114575,3.1392475625,4.09113675,3.54838855,0.23746055,2.11855575,2.0072431,0.51525675,26.76572,-7.73329725,15.009956499999998,9.74566975,5.900461725,0.5830995999999999,2.12871725,5.672310500000001,0.202313,3.044431125,3.98560575,-0.0561351,39.4590025,-6.491653,10.6599143,2.0182646,0.88383235,3.69785765,1.648311925,2.065591,0.744216225,-0.2364215875,-0.07093565,0.83433851,-0.6414768675,2.9629428749999995,-2.34375875,0.289465675,12.310859,-1.39537225,2.19678925,-1.509889275,2.231287925,-0.322739925,4.51190575,0.8815026249999999,2.9003398500000004,12.78327725,4.138512125,-12.841999,-1.7151200000000006,5.110413999999999,0.9818931925,4.8999585,13.199808,35.5330175,7.870172999999999,-0.2212810949999999,12.8926965,-0.6417120000000001,0.18273365,0.5298652500000001,-1.9849998325,0.5338375775,-0.25857085,-0.0969721499999999,6.233892575,-0.254746275,0.92866056,4.826390675000001,7.523570749999999,2.6348325,2.4566027750000003,3.103178,13.0814065,1.8081794,8.0581215,-0.932916205,-0.165316975,-0.1660964999999999,2.1845545000000004,2.7429654999999995,2.271683625,12.18716825,6.115113999999999,-4.0061466,93.8690425,9.01523075,0.91818345,-0.323297225,2.013514025,2.44212925,1.230392325,8.2598435,-1.024143775,2.160862125
10.80004125,1.80287475,4.49787825,0.566205195,-0.5187442,2.7083345000000003,1.064259925,0.858945425,0.3156449225,2.98678575,16.1822325,6.0910635,1.764001925,1.664824475,5.0832628,3.162141275,0.6630832975000001,1.6481337500000002,2.230973,0.0888554,26.1560725,-7.04817125,15.9152885,10.64512775,6.159528175,1.02312801,1.584778,4.9994045,0.18336045,3.37473425,2.9644131500000004,-0.069540673,39.0774725,-6.875065,10.5094467,2.82635075,2.1871235,3.7637981,1.10720575,1.438937,0.394460425,-0.57982784,-0.829038975,0.960518975,-0.0610325874999999,3.22801175,-1.345206075,0.7200731,11.72003,-0.85431675,2.47187065,-2.53233975,1.77043975,0.2769986374999997,3.376743925,1.42364315,2.9159897500000005,14.205836,3.56573355,-13.19248,-1.3409874999999989,4.499382,1.55031625,4.3837155,13.78010625,34.6412975,7.86737825,0.299106925,12.9474955,-0.0314977499999999,1.01755135,0.4315533,-2.93008925,1.44173485,-0.696574075,-0.766500625,4.3866825,0.302951975,1.18628575,5.138630924999999,7.14225575,2.0760275,2.883675075,2.54417165,12.99128775,0.5281173425,6.67060575,0.16227905,0.688889,-0.294469355,2.30148,1.268988975,1.638543,12.20507475,5.75514925,-4.632405375,92.70496,9.7288415,0.548916525,-0.335187,2.406710725,3.0445155,0.77391425,9.19757775,-1.196506275,1.2913742499999998
10.290586,1.3199265,3.9794565,0.855113435,0.0896132249999999,3.40775925,0.437428655,0.555342475,0.3446758625,2.59339025,15.7366025,5.38625375,1.342368675,2.42085355,4.949627649999999,3.4808053249999995,0.424436,1.168826225,1.2383967500000002,0.309163875,26.830965000000003,-6.24472225,15.665467,10.21103975,6.689981525,0.016103525,1.9663275,5.04145625,-0.2854483999999999,2.76567675,4.4235525,-0.0822840525,38.10145,-6.8504865,12.414535999999998,2.054536625,2.26111225,4.006332,1.3394294999999998,1.542775825,0.74786065,-0.1206477124999999,-0.232332675,0.8933101000000001,0.0591235,3.09974575,-1.323770175,1.313833575,11.832725,-0.6892159499999999,1.717968475,-1.1366597500000002,2.3570242500000003,0.91897085,4.3828090500000005,0.25707235,3.5972946500000007,13.432274,3.51659975,-12.78911425,-1.1360525,3.9300145,0.26117085,4.369211,13.84895825,34.5565,7.84567975,0.403843225,13.84259975,0.8813772499999999,0.46833835,0.088925575,-1.82039155,1.304190525,-1.184777675,-0.7972772750000001,4.177664249999999,-0.4455749825,0.5597267749999999,4.372319525,7.98246325,1.5174629500000003,2.9123431500000003,3.15378475,12.6314365,0.9295536,6.563298250000001,-0.8904544,1.249502375,0.02584295,2.2499085,1.909712575,1.231995275,11.567132,5.595021249999999,-4.98728525,91.390955,9.32331425,1.028769425,-0.865452825,2.49213025,2.52623765,0.99717985,9.56794025,-1.6862960500000002,1.95319325
9.05275775,2.355600725,3.794427475,0.0433847124999999,-0.44948645,2.80223525,1.0158682,1.1457707,0.050043,3.30225375,13.90513575,5.34430625,1.1746121,1.8895429,4.323803375000001,3.29415,0.741802725,2.44192395,1.401146,0.1375860999999999,26.12986,-5.68857475,16.116304500000002,9.67097725,5.453042000000001,0.945728525,1.871402,3.67813275,0.0970317499999999,3.98785675,4.343559,-0.09439801,37.6867825,-7.213131000000001,12.07479625,2.4269125000000003,1.412267425,2.268097125,1.232741,1.4639312000000002,0.0377654999999999,-0.46384324,-0.6366559,1.115675325,0.7011130750000001,3.54180825,-0.65030225,0.2376491,12.8845275,-1.61333875,1.786191125,-2.09871655,3.73653825,2.1821135,3.47168575,-1.429522425,3.0962966249999995,13.0823995,2.44201555,-13.4054675,-0.602075000000001,3.42733575,1.64948325,4.07497325,13.70387325,33.573077500000004,8.42890575,-1.21153375,13.15325225,0.354826,-0.2870555,1.0657822,-0.99471085,1.2429458,0.3652544,-0.1202360499999999,3.3801767499999995,-0.1100314874999999,0.7474489999999999,4.81522667,6.838266,2.176328025,2.5011454,2.702208175,13.175836,1.596725325,7.441840249999999,-0.357105485,0.4551768500000001,-1.13268425,1.58499325,3.1431475,1.55788775,11.372782,5.360354750000001,-5.2542905,89.934695,9.933623,-0.26085875,-0.32752905,2.07509245,1.851367275,1.890448,8.75365775,-0.78542,2.8047867500000003
9.45649175,1.3056375,4.31055975,0.675847245,-0.90322025,2.418843,0.29814285,1.5540061075,0.526458,3.49544425,14.2321995,4.1348935,1.5005698,1.86876358,3.9008985,3.636034225,0.3764564250000001,2.6126885,1.1039725824999995,0.4233812538,25.8013,-6.436898749999999,18.94099925,10.17334825,6.4342923,0.2435213249999999,1.80912525,4.66619825,-0.456065675,3.8410955,4.40294475,0.4939529599999999,37.1886775,-7.1185842500000005,11.2125035,1.95985675,1.9526938,2.23639025,0.879987175,0.7232454500000001,0.7271006575000001,-1.2012923875,-0.9725253,2.31467845,0.963217311,3.92914125,-0.27131105,0.724032925,12.35866,-0.8603202249999999,3.03007475,-1.6187894749999998,2.5906885,1.5891622775000005,4.07826,-0.843692825,2.900631775,11.930837750000002,2.6022295,-14.4189625,-1.997150000000001,3.17639975,1.5989792,3.77261075,13.2320305,33.935815,7.972172,-0.122377825,11.66520175,0.8590153,0.9005527675,0.97843475,-2.6744086,0.8541675,0.47912145,-1.82565325,3.0701154,0.4919612,0.5359578749999998,5.544255,7.682228999999999,2.68847825,1.7744647,2.9821512500000003,16.55066075,2.159752,7.62303475,-0.211650937075,-0.4359146,-0.0813381499999999,1.8322955,1.28271238,0.9694545000000002,12.142938,5.31781225,-4.7697735,90.1992625,9.76758,-0.4006545499999999,-0.0246507999999999,1.94005575,1.84317135,1.4077506,8.919293,-0.866246625,1.8180717
10.0405165,1.601914215,6.91914075,0.261254825,-0.24619775,3.39822825,0.7667390000000001,1.6020807499999998,-0.6098652999999999,2.9721445,14.533474000000002,3.342973,2.043904775,1.3651286775,3.654698725,3.497031925,0.2983778,3.190587175,1.932203,0.0824621749999999,27.55786,-5.1957965,18.927021,10.5847375,5.9418374,0.029104355,1.90885375,4.32416675,0.289103,3.195136,5.263042500000001,0.4533932175,35.207885000000005,-6.789986750000001,11.7472155,2.091669,2.26583315,2.68480515,1.2299719,1.406560025,1.074895975,0.0361291774999999,-0.4815024000000001,2.791701825,-0.60012916,3.113849775,-1.1999085699999998,0.797471185,12.8189975,-1.5247365999999998,2.00081575,-1.347392725,2.7498834,1.1842066249999998,4.1623712500000005,-0.1630879500000001,1.661377025,12.326751000000002,3.2990755000000003,-13.965062500000002,-1.7649849999999994,4.129577025000001,0.8934203250000001,4.096137499999999,13.84484275,33.741197500000006,8.627291249999999,-0.25668743,11.85179475,1.451548125,0.23538315525,0.2890939749999999,-2.084917075,0.89061955,-0.2681854,-0.319226015,2.750299375,0.2257637499999999,0.3872502249999999,3.912495675,7.56776275,2.56449438,1.715042625,3.0466582749999995,18.219842,1.1164962,7.00620475,-0.728921675,0.66389275,0.3890513775000001,1.52022775,1.796712475,1.4940141,12.805605000000002,5.28126275,-4.387806,90.3898825,8.51991525,0.7956591500000001,-0.41605955,1.765977,1.0849882000000002,1.511088175,7.68159575,-0.969376925,2.833542525
10.31962425,1.9038813,6.594348149999999,-0.3782968574999999,-0.513914175,3.14092625,0.703151875,1.32846765,-0.5148317,2.280703525,13.35933375,3.720514,2.17825407,0.72496385,3.69107965,2.5901665000000005,1.761995275,2.24320575,1.70852025,0.7642735999999999,30.35151,-5.6905125,17.11981675,9.781562,5.976321,0.1018421499999999,2.1098355,4.9609585,0.1924042000000001,4.17246975,4.367079,0.4148360175,32.9596725,-6.7946065,10.9198615,2.34118075,1.94484225,3.0164681100000004,0.746242275,1.920168825,1.660245575,-1.620309225,-1.350210325,2.161572275,0.234511425,3.132830825,-1.43756445,0.621990475,13.4180875,-0.3359792,3.66579325,-1.846565825,2.35182775,1.27081386,3.892568275,0.1921025,2.29604775,12.099433,3.89001075,-13.34247,-2.2037274999999994,4.11247325,0.904927095,3.57089925,12.41691975,33.90542,7.58511725,0.7542089175,10.778114,1.6903204625,1.5186744,-0.306264575,-1.916600625,1.759216825,-0.368330375,-0.91580565,3.6176665,-0.5107202975,0.65203375,4.812411325,7.31504825,1.946452675,2.33233075,1.9392478,17.162307,1.499975325,7.677670999999999,-0.6058279,1.55351875,0.1118821999999999,3.324515,0.831343875,2.114861625,13.0927675,5.7967895,-2.662120175,89.34939750000001,8.5942155,0.54374355225,-0.563645325,2.891395,2.03785715,0.157483625,8.14129,-0.484160355,1.828821075
