BLA-Insc-1_C01,BLA-Insc-1_C02,BLA-Insc-1_C03,BLA-Insc-1_C04,BLA-Insc-1_C05,BLA-Insc-1_C06,BLA-Insc-1_C07,BLA-Insc-1_C08,BLA-Insc-1_C09,BLA-Insc-1_C10,BLA-Insc-1_C11,BLA-Insc-1_C12,BLA-Insc-1_C13,BLA-Insc-1_C14,BLA-Insc-1_C15,BLA-Insc-1_C16,BLA-Insc-1_C17,BLA-Insc-1_C18,BLA-Insc-1_C19,BLA-Insc-1_C20,BLA-Insc-1_C21,BLA-Insc-1_C22,BLA-Insc-1_C23,BLA-Insc-1_C24,BLA-Insc-1_C25,BLA-Insc-1_C26,BLA-Insc-1_C27,BLA-Insc-1_C28,BLA-Insc-1_C29,BLA-Insc-1_C30,BLA-Insc-1_C31,BLA-Insc-1_C32,BLA-Insc-1_C33,BLA-Insc-1_C34,BLA-Insc-1_C35,BLA-Insc-3_C01,BLA-Insc-3_C02,BLA-Insc-3_C03,BLA-Insc-3_C04,BLA-Insc-3_C05,BLA-Insc-3_C06,BLA-Insc-3_C07,BLA-Insc-3_C08,BLA-Insc-3_C09,BLA-Insc-3_C10,BLA-Insc-3_C11,BLA-Insc-3_C12,BLA-Insc-5_C01,BLA-Insc-5_C02,BLA-Insc-5_C03,BLA-Insc-5_C04,BLA-Insc-5_C05,BLA-Insc-5_C06,BLA-Insc-6_C01,BLA-Insc-6_C02,BLA-Insc-6_C03,BLA-Insc-6_C04,BLA-Insc-6_C05,BLA-Insc-6_C06,BLA-Insc-6_C07,BLA-Insc-6_C08,BLA-Insc-6_C09,BLA-Insc-6_C10,BLA-Insc-6_C11,BLA-Insc-6_C12,BLA-Insc-6_C13,BLA-Insc-7_C01,BLA-Insc-7_C02,BLA-Insc-7_C03,BLA-Insc-7_C04
2.6028130000000003,1.742471,1.863507,2.620099,-0.7126121999999999,0.6382886,-0.2089984,-0.6439934,1.308286,3.688172,47.32789,1.49402,1.804955,16.71503,-1.418328,-2.938327,-2.0113990000000004,25.02847,1.7748849999999998,-0.08172804,-1.275598,0.3078035999999999,1.275389,-2.286283,-2.099149,1.024647,0.400897,3.300971,4.960635,-0.6253996,-0.7316895999999999,11.1409,12.08074,17.25241,-0.520775,-1.555627,-0.7315248,-2.289602,2.392576,1.59691,-1.238009,0.1448323,1.130402,0.4994362,1.053288,0.8904031,6.557115,0.1366076666666666,3.035048,2.645275,2.0151597000000003,13.212915666666666,-0.8823281,-2.382406533333333,2.21552581,2.8743355000000004,3.974805833333333,4.340243699999999,1.0249908666666667,-14.745741666666666,5.697072666666667,3.5450352166666668,6.267218833333334,2.8487755000000003,4.060412833333333,14.374565,5.347271538461538,-0.6609509584615384,-1.4340513446153846,-1.6296263999999998
3.199004,0.4576364,2.19036,2.806055,-1.397344,1.573393,0.2188127,0.150677,1.176475,3.072092,45.63664,0.9202729,2.615784,15.64418,-3.128087,-4.067249,-1.206319,25.94933,1.883145,0.8202493000000001,-2.114893,1.825835,1.652489,-2.237935,-2.764221,1.552556,1.860148,2.013414,5.423973,0.03710054,1.050863,10.99922,11.25377,17.72474,3.440467,-2.754651,-0.675129,0.1132647,2.422122,2.075418,-0.2907169,-0.2401753,0.2158193,0.007675001,0.9479685,1.428178,6.795584,0.1021406666666666,3.406188333333333,2.0618503,0.8776201333333334,13.895102,-0.4619676666666666,-2.8099147833333333,1.8025268666666665,3.211759666666667,4.470416533333333,3.292101016666667,1.8772231666666668,-13.538816666666667,6.091768416666667,3.705593533333333,6.270784666666667,3.4151521666666675,4.613197499999999,15.605859333333337,4.769950692307692,-0.5772674415384615,-1.0815566923076925,-1.5228857569230767
3.5918730000000005,0.8210980999999999,0.7510633000000001,1.958648,-0.5754646999999999,1.822592,-0.5882878,0.09042563,2.862562,3.252054,43.24703,2.810788,0.5425291999999999,12.49109,-0.09792897,-2.193585,-1.6812220000000002,23.79618,1.4675280000000002,0.8107321,-1.612603,-0.06441514,0.6137085999999999,-2.642146,-4.143998000000001,-0.04356688,1.999168,1.942062,4.841954,1.058517,0.5347359,10.9145,10.47762,16.12794,3.0743,-2.000499,0.2423753,0.96038,-0.5344544,-0.7101123,-0.3618828,-0.3665284,0.2547111,0.165289,0.8246062,-1.369424,6.159789,-0.59256881,2.491745666666666,3.469647333333334,-0.2971606333333333,14.231661333333331,-0.1275680966666666,-2.9490896833333333,2.783932655,3.036818,4.440773166666667,4.0380155,1.6999304333333336,-13.750111666666667,5.41445645,3.744644266666667,6.215914000000001,2.5438805,5.061743833333334,14.910198833333332,5.017079315384616,-0.1585290430769231,0.0631905769230769,-1.4941344038461537
3.424603,2.208592,2.652546,4.388305,-0.9926253,0.9908202,0.8224524999999999,0.2181978999999999,1.633289,4.215212999999999,42.93845,2.440974,0.5435422,12.38183,-2.020386,-2.109856,-1.3639290000000002,24.54885,0.6715279000000001,1.843823,-1.682482,-1.1633950000000002,0.3253801,-1.073892,-3.135004,0.4020864,2.023981,3.471112,5.757503,1.029885,1.1959959999999998,10.35945,12.35666,20.89561,2.533085,-3.518663,-2.248755,-0.2075038,2.877115,0.4328151,0.4155933,-0.4061873,-0.6402391,-0.1372619,-0.3028145,1.083217,5.471365,-0.7265075333333334,2.752253666666667,3.4138511,-0.4419906116666667,13.864076000000004,-0.1066690999999999,-3.5054603500000003,3.49613665,2.776222283333333,4.793599833333333,3.362243,2.02873405,-14.016603333333336,5.898870833333333,3.3859591833333336,6.189918166666666,2.412433666666668,4.7408405,14.249776,5.081273461538462,-0.2848072230769231,0.0506414384615385,-1.3467187053846157
3.058157,0.4045129,1.211594,3.059854,-0.3149865,0.8833773000000001,1.65922,-0.7209194,-0.2166650999999999,3.716086,39.46535,0.2909499,2.270499,9.770243,-0.4865906,-2.1934400000000003,-2.313924,22.98931,0.3147368,2.248594,-3.773472,-0.06466608,0.4116109999999999,-1.122542,-2.9173720000000003,0.3200267,1.220408,2.3251630000000003,5.078880000000001,-0.0325060999999999,-1.877657,9.831808,11.51268,19.14333,2.027022,-3.493054,-0.5238652,0.6740999,1.321566,1.250301,1.481594,0.9667545,-0.3314984,-0.3905112,1.491306,0.5985197,5.819513,-0.7015547,2.498049333333334,3.2028728,-0.6983461033333334,13.699304666666665,-0.4765279366666666,-3.1623739516666665,2.9015726666666666,3.0407541666666664,4.439552166666666,3.019280933333333,2.2444421666666665,-13.98883,5.189587500000001,2.974081013333333,5.950391,1.934805016666667,5.0488615,13.624185666666664,5.016360153846154,-0.6275288846153847,-0.0292161615384615,-1.3304004524615385
0.2046834,0.6768595000000001,0.6900909000000001,3.369831,0.1928079999999999,-0.9874833,1.7542779999999998,0.8574073,1.416406,3.21428,38.14701,0.9511324,2.002781,9.647565,-0.4363222,-2.2713650000000003,-2.686812,23.42841,-0.3017351,1.196715,-2.762598,1.739408,0.2859534,-0.6576139,-3.534772,-0.3123647999999999,0.4614192,1.651477,4.492624,0.6490939,1.239744,10.55393,12.60636,17.482039999999998,1.553726,-0.9748824,-2.779086,0.5862909,1.665589,1.473215,-0.5989406,-0.4013698,-1.397563,-0.5973648,2.271699,-0.8453721,4.681058,-0.2165477666666666,2.236974,3.242931,0.0818854666666666,12.723681,-1.1053342233333332,-2.6515038221666667,2.596785133333333,2.5592308333333333,5.057828333333334,2.977486635,2.647846533333333,-13.106591666666668,4.601926066666667,3.173101499999999,6.321879333333334,2.695821666666667,4.092753,13.431444500000003,4.955689938461538,-0.3695189651538462,0.3285162161538462,-1.706801407692308
2.157755,2.455909,1.49025,2.955118,-0.1698382,2.269564,2.030252,0.0525504,0.3931421,3.235507,38.10878,0.4593938,0.5355101999999999,8.493844000000001,-0.9921427,-3.5445260000000003,-2.278724,23.459,1.885637,0.1284780999999999,-2.489355,4.36581,1.278099,-0.9552815,-3.600255,0.8045384,0.7787997,1.297597,5.19881,-1.113957,1.090734,10.41874,15.5169,17.944020000000002,1.110984,-0.6554965,-1.428432,0.1115807,1.218647,1.685791,-0.8393101,1.569524,1.443036,0.8681858,0.03435592,-0.4169481,6.200445,0.3395270000000001,2.5620556666666667,2.983973,-0.3043811,12.68166966666667,-0.7056363333333334,-2.9656408833333336,3.026282100000001,2.362902833333333,5.161407333333333,3.1903444333333333,3.2799108333333336,-13.433401666666668,4.7225935,3.4284248333333327,6.408925666666668,3.7260205000000006,4.8251025,12.851017666666666,4.824168684615385,-0.9118393407692308,1.572354838461539,-1.702317032238462
0.2286909,2.6796,0.9690735,1.474044,-1.51736,1.467712,1.487391,1.59141,1.817666,3.196725,36.54358,2.621732,2.040123,11.17417,-1.330239,-3.90569,-3.372781,24.82988,-0.2565292,1.246998,-1.401328,2.842335,2.063452,-1.379443,-4.170804,-0.4368363,2.621302,1.608159,4.707432,2.123945,1.346741,11.13251,15.288620000000002,21.11553,0.6967409000000001,-2.324908,-1.093479,-0.6441671,0.5792609,0.2569954,-1.472997,-0.2316814,-0.2438294,-0.4150195,-0.4706309,-0.1708495,4.825122,0.3896827333333334,4.2024056666666665,2.0876956666666664,1.1643963666666666,11.851757666666666,-0.4649886,-2.8270956833333334,2.464774066666667,3.126892833333334,4.849708333333333,3.415039583333334,2.706752583333333,-13.605536666666666,5.104642366666667,3.0223142000000003,6.172109333333332,3.5033551666666667,4.317853,12.305396166666666,4.711572153846154,-0.6727510346153847,2.0661631846153847,-1.6193415
1.384225,0.3807459,-1.032106,3.743034,-0.442214,1.409792,-1.4045379999999998,-0.5933993000000001,1.55177,1.405803,34.22305,3.644747,1.918496,10.79282,-2.139318,-3.371976,-3.355742,24.37522,0.8874709999999999,1.534087,-2.114174,4.481833,3.677505000000001,-2.893452,-5.040254,-0.4963782,4.530907,0.6463163000000001,3.557035,1.514775,-0.4109587,12.53189,16.2795,21.39595,0.6332715999999999,-1.985141,-1.859724,-0.797453,0.4596741,0.7244964,-0.3112779,-1.470644,-0.7157871,0.4742654,1.132002,1.771648,2.891996,1.4107408666666668,4.140541333333333,3.158884666666667,1.1417155,12.020218333333332,-0.2457342633333333,-2.903773583333333,2.1294161499999995,2.2347595833333336,4.298990833333333,3.6874506666666655,3.042944683333333,-14.201266666666667,5.198397333333332,2.8402992500000006,6.456096166666668,4.363942833333334,5.1412895,11.953483,4.609887461538462,-0.5654115361538463,1.794464153846154,-1.2772242076923075
3.930986,0.9075722,0.832968,1.649429,-0.375208,0.4365479,-1.624595,-0.6843708000000001,1.34305,2.072299,34.68784,2.694458,1.977137,13.4095,-2.806069,-5.381881,-3.242823,28.57258,3.413342,0.1631781,-1.613244,3.20927,1.230734,-4.334036,-4.727609999999999,-1.855673,4.010347,-0.9987809,2.491453,1.207096,1.70253,11.897,15.19443,20.74784,0.2368101,-1.496794,-1.703381,-1.533142,2.144924,1.059572,0.9374753,1.387884,0.3188165,0.2420325,2.365821,-0.8211223,4.576084,0.1326703,3.488401333333333,2.510984,1.2124873333333333,11.353003666666666,-1.0651023000000002,-3.3538851666666663,1.6820205833333333,2.6010090166666666,4.1168345,4.843560833333333,2.543020333333333,-14.47246,5.746543116666666,3.0792033,6.500753166666666,4.436065166666666,4.430693166666667,12.315308166666668,3.876361953846154,-0.2900853753846153,1.4360871000000004,-1.6639633307692303
