BLA-Insc-3_C01,BLA-Insc-3_C02,BLA-Insc-3_C03,BLA-Insc-3_C04,BLA-Insc-3_C05,BLA-Insc-3_C06,BLA-Insc-3_C07,BLA-Insc-3_C08,BLA-Insc-3_C09,BLA-Insc-3_C10,BLA-Insc-3_C11,BLA-Insc-3_C12,BLA-Insc-5_C01,BLA-Insc-5_C02,BLA-Insc-5_C03,BLA-Insc-5_C04,BLA-Insc-5_C05,BLA-Insc-5_C06,BLA-Insc-6_C01,BLA-Insc-6_C02,BLA-Insc-6_C03,BLA-Insc-6_C04,BLA-Insc-6_C05,BLA-Insc-6_C06,BLA-Insc-6_C07,BLA-Insc-6_C08,BLA-Insc-6_C09,BLA-Insc-6_C10,BLA-Insc-6_C11,BLA-Insc-6_C12,BLA-Insc-6_C13,BLA-Insc-7_C01,BLA-Insc-7_C02,BLA-Insc-7_C03,BLA-Insc-7_C04,BLA-Insc-13_C01,BLA-Insc-13_C02,BLA-Insc-13_C03,BLA-Insc-13_C04,BLA-Insc-13_C05,BLA-Insc-13_C06,BLA-Insc-13_C07,BLA-Insc-13_C08,BLA-Insc-13_C09,BLA-Insc-8_C01,BLA-Insc-8_C02,BLA-Insc-8_C03,BLA-Insc-8_C04,BLA-Insc-8_C05,BLA-Insc-8_C06,BLA-Insc-8_C07,BLA-Insc-8_C08,BLA-Insc-8_C09,BLA-Insc-8_C10,BLA-Insc-8_C11,BLA-Insc-8_C12,BLA-Insc-8_C13,BLA-Insc-9_C01,BLA-Insc-9_C02,BLA-Insc-9_C03,BLA-Insc-9_C04,BLA-Insc-9_C05,BLA-Insc-9_C06,BLA-Insc-9_C07,BLA-Insc-9_C08
0.4805412,1.1984834,0.2568770333333334,1.5042440666666668,1.728017666666667,-0.1736424333333333,0.5324178900000001,4.1805584,-0.2955943833333333,0.2830049,0.2958321333333334,1.9175620666666668,0.5846247250000001,5.860196374999999,8.609005499999999,3.4853275,8.931593875,1.1966134125,-1.5208043999999998,-0.3220355849999999,1.55171825,0.59517895,9.6516175,0.7006514,-15.7611,-3.816105,5.881312,0.7601124499999999,25.9182675,7.964252,15.8253405,7.781097,2.344024,1.653198,7.42469,19.38482,5.115267,-1.419661,24.08277,2.971032,1.579536,1.653392,2.57914,5.64385,6.163144,8.2175225,-0.61922625,3.6646652,1.973466,3.2223415,0.1649304999999998,1.43478845,9.7706395,5.693906999999999,-0.925932,87.80037,6.0661215,0.7913671,0.004222712,-0.8962933,0.006144995,2.030495,10.99398,0.1483376,1.09729
1.4830973333333333,0.7000084333333333,0.7016595,0.9351490133333334,1.9728986666666668,0.977277,-0.0306212666666666,5.436567,1.2148576666666668,0.1567522666666666,0.3081232,3.3929433333333336,0.8422180749999999,7.1586455,9.004600875,3.251446075,8.29949175,1.1650305250000002,-0.6622313,0.9148333,1.41250615,1.28316065,9.903544,1.35842675,-15.35174,-4.4064155,6.1003295,1.6105975,23.5654285,6.903034,15.1136155,7.883451,1.92066,1.164428,6.392587,14.44582,7.157309,-0.838137,23.30381,2.755196,1.802728,-1.76069,1.483882,6.812064,6.3178029,7.6156825,-0.682451985,2.4014682,1.246437,2.665633,1.01703725,0.6053907000000001,10.202731,5.379599499999999,-1.8023251,85.60562999999999,5.120912499999999,3.071544,-0.8479999,2.17708,0.2019242,1.348553,10.8298,0.2314919,1.875259
2.899501666666667,0.5610515266666667,-0.7360735666666667,1.6971883333333333,2.5674843333333333,0.3962179333333333,-0.0914415666666666,4.153503866666667,0.9914569566666668,0.1983621,0.6946838666666667,3.825293,1.527904225,6.47232,9.924740375,3.5322125000000004,8.142555999999999,1.153315915,-0.27615435,0.5780806,0.82482583,-0.0363634999999999,12.116511,3.223508,-14.99172,-3.674115000000001,4.617907000000001,0.9398018,23.9989375,5.610151,14.440392,6.77407,1.922916,0.7182337,5.076941,14.67648,5.421901,-0.09967294,22.96195,2.472323,0.9332023,1.382875,1.07718,6.344408,5.1753874,8.8009765,-1.6429995000000002,4.539814,1.8769336,2.8170925,0.6073860000000001,1.55115785,8.4851945,6.317948,-0.8994508,86.822245,4.246309500000001,0.8067662,0.4389791,-0.06060028,0.1556443,3.579572,11.76943,1.707001,1.413515
1.5579637000000002,1.5727196666666667,0.918555,0.7529194333333332,1.6827737666666664,1.0338917,-1.1053052333333333,4.036034166666667,-0.4179268333333333,0.7886355333333334,0.84222154,3.120057333333333,1.56730515,6.456201,10.437574625,2.289610225,8.733170875,0.2571099049999999,-1.8194845,-0.0219779999999999,-0.1941861,0.7691471,12.083447,2.9221035000000004,-16.147835,-4.088055000000001,5.1883485,1.6996595,23.2545215,5.807478,13.8043245,6.185893,1.443045,0.3109056,3.901907,13.17791,4.604772,-2.4083,22.36594,3.876695,1.05635,0.337865,3.2137,5.657441,5.459115000000001,8.29766,0.6070656,4.5804375,1.26677045,2.1707765,1.457022,2.18885025,8.836156,5.739402,-1.9384855,87.069745,4.256201,-0.2012215,-0.7229089,1.008132,0.1560976,2.680223,11.94243,-1.696762,-0.248025
1.8447674000000005,1.6501488666666664,0.6874148333333334,1.5933151333333333,2.1040663333333334,0.7527,-0.3336707666666665,4.5038751,-0.7366800000000001,-0.7219427333333334,2.1327025333333336,2.956250666666667,1.1350111749999998,6.805192375000002,9.570292125,2.8745555000000005,8.749775625,1.1504883375,-1.7423305,0.180453845,1.3256116,-0.54019255,13.126458,3.026075,-17.035255,-5.2428865,3.953789500000001,2.17025,19.6226645,6.9427725,15.545271,6.051318,3.40669,-0.06094227,3.768899,14.42884,3.921845,0.08402333,22.01011,5.702249,1.394772,0.5668715,3.708572,5.075555,6.014082500000001,7.757854999999999,0.2000356999999999,4.749365,1.19843625,2.3808905,0.4737534999999999,1.0670461,10.0511225,5.3431765,-1.61686855,86.445875,4.911007,1.179141,1.022051,0.8966327,-0.4715544,3.547356,11.40215,-0.3051302,0.9960566
2.661830466666667,1.006391686666667,-0.2315981,1.894698133333333,1.74475703,0.9021434333333334,-0.2817308233333333,3.87926026,0.6407827,0.1772985666666666,2.0182375333333336,3.265229,0.8909866499999999,6.725812,9.230743125,3.0189292675,8.535423875000001,0.82909083875,-0.1840081999999999,1.2128895,-1.21195195,-0.0470205,13.7309215,2.846334,-16.699235,-5.592657500000001,3.3998155000000003,1.7072219999999998,18.8987485,6.877537,14.8482335,4.809645,1.005332,-0.4004017,4.682658,12.78923,4.461424,-0.4603083,18.87494,4.892603,2.663402,0.7948574,1.649017,4.776958,4.9340932,6.998571,-0.396603455,3.8557235,0.6872148499999999,4.4461770000000005,0.09785755,1.926353,9.6469775,5.73142,-0.3984535,84.339505,4.9059605,0.1507323,-0.939118,1.328713,-1.884834,2.534779,9.583067,-0.03687736,2.406037
1.4150940333333333,0.4316178666666666,0.6416955033333333,1.55443779,2.1272896666666665,0.0919430999999999,1.1927882,4.858549,-0.1171751833333333,0.6591111333333334,0.1940935333333333,2.7171144666666667,1.6421321999999998,6.919662375,8.626009375,3.746689553749999,7.3683635,1.24717005,-0.0675199,0.6835147,0.7577626,0.60107075,14.8381585,2.35449455,-16.229,-5.610084,4.2332055,2.7509285,16.0576675,7.3622035,14.8225895,7.490853,1.713158,-0.7102943,3.540942,11.84282,3.020333,-0.1846857,18.52114,5.086995,2.518152,0.43715,3.355052,4.216491,5.8773957,8.0095605,-1.3392415,3.735389,1.5035048,4.663458,-0.044602,2.0195665,8.252560500000001,7.485302000000001,-1.000069,84.195715,4.027422,0.9633433,0.8615675,1.430039,0.2362314,1.664442,9.527359,0.05311698,1.454019
1.4441110666666666,1.529124666666667,0.5284242333333333,1.3218067533333333,2.0322226333333333,0.1316686033333333,0.54079802,3.6784644666666666,-0.4687359666666666,-0.1607530333333333,0.4760513333333333,2.867056,1.2276853237499998,5.192143375,9.72072425,2.6874640775,7.945906875,1.0249647999999998,1.23202195,-0.090664,1.684915,1.0493451,17.776605,2.473727,-14.851205,-8.177804499999999,3.0778865000000004,1.15040285,15.2408565,7.536742999999999,16.2520325,5.866748,1.0504,-0.993196,2.521872,11.13239,3.251036,-1.848355,18.97674,4.615648,1.636833,0.5098926,3.874985,6.146076,5.30205855,8.074104,-1.0149074,3.6741105,1.9067937,5.049084,0.72168475,1.6538080000000002,8.87023,6.8407795,-0.7575891,83.21218999999999,6.030982,-0.05838289,0.6468639,0.7517444,-0.07022878,2.991481,10.35009,0.5659721,2.76324
1.974817533333333,0.9359875333333332,1.7175923666666668,1.6593925,1.5461535333333334,-1.0758960333333334,0.0790316666666666,5.464358666666667,0.48460985,0.2674979833333333,1.1653171,2.4645803333333336,-0.1097484125,5.4787015,9.742283625,1.961521625,8.176229750000001,0.3640497387500001,-0.4577548899999999,1.25816535,1.891227,1.9542732,21.438975,4.4826855,-14.650695,-7.851926499999999,2.885879,1.09886845,14.051794,6.9774325,19.32517,5.821689,1.371991,-1.251459,3.113447,10.37036,2.134094,0.8132558,19.34838,3.733171,1.311009,-0.6999013,2.711451,6.851952,5.901628,7.2673635,-0.52528749,2.9396664999999995,1.8262063,4.916335,0.42469505,2.1860345,8.6136445,7.265423,-1.46161165,81.568865,5.0713955,0.4222419,0.2222493,0.1608051,0.3424075,3.334535,9.261815,0.636835,3.863638
1.995173333333333,1.1249877666666668,-0.1128566333333332,1.7204624999999998,1.6568225,-0.4174593399999999,1.089224,5.134533,-0.4951852166666666,0.1525626666666666,-0.0672690666666666,2.7849613333333334,2.1333555000000004,5.8156385,8.692511499999998,3.4376760875000003,7.141936625,0.6957343349999998,0.1165608499999999,0.57509175,3.131915,2.3143421,25.892155,3.9211595,-15.808885,-9.191971,1.7145815,1.2665805,14.100632,8.449266999999999,19.02009,4.606636,2.196542,4.596883,4.28221,9.584919,3.037025,-1.462209,28.07939,3.515974,2.952497,0.7199557,2.211246,6.109123,4.715918,7.2972565,0.177513645,3.5639025,0.76901467,4.748259,0.1823665,0.6601924,7.559811,5.1889355,-1.20111875,82.052535,7.481989,2.268064,0.1618257,0.7331409,0.03714807,3.031019,6.674942,-0.5648441,0.4207233
