BLA-Insc-5_C01,BLA-Insc-5_C02,BLA-Insc-5_C03
-0.8974091800000001,3.9898416,-2.0363844200000005
-0.9521130459999998,4.0897082,-2.0217953100000003
-1.0342511700000003,4.1424554,-1.9759705600000004
-1.07732332,3.71478464,-2.0318495000000003
-0.309340046,3.575229699999999,-1.6366516000000004
-0.488616237,3.2632118999999995,-1.52686869
-0.6026372200000002,3.5287222,-0.7222024000000005
-0.0077127799999999,3.9491058,-0.5482603000000001
-0.0285333599999999,3.468495100000001,-0.1083441
0.177895966,3.6928427,-0.1922035000000001
-0.1521241399999998,3.18826562,-0.3240819
-0.1572017400000001,3.04940724,-0.4513428000000001
0.0236181899999999,3.4871499799999994,-0.3781430000000004
-0.4792858399999998,3.7615521040000006,-0.5135265000000002
-0.24464472,3.0882883662,-0.6427866999999999
-0.2600294099999999,3.4135251,-0.7661999000000005
-0.8405400000000004,3.57951982,-0.8840306000000002
-0.09597151,3.4664440999999995,-0.9216548
-0.33472957,3.5976339000000004,-0.9426026000000002
-0.1976401699999999,4.42223,-1.0524428000000003
0.15335782,3.9034399,-0.7237679000000001
0.0855598499999999,3.7980106,-0.8434740999999999
-0.23225594,3.30952129,-0.9277329000000004
-0.4405653799999999,4.36286965,-0.7940478000000006
-0.74367754,4.4251168,-0.9105607000000004
-0.4127188900000001,4.4197826,-0.9879662000000003
-0.187957261,4.497137,-0.7459057000000004
-0.12134475,4.679677511,-0.7856541000000001
-0.3341902499999999,5.1170381,-0.8092121000000001
-0.3681423199999999,4.6765439,-0.8316822
0.4829993999999999,4.5674878,-0.9476525000000006
0.5144839598,4.4701979,-1.0493515000000009
-0.4296309199999999,4.3539739,-1.1424750000000004
-0.8903503089000001,4.7089172,-1.2346130000000002
-0.9307170900000002,4.858831,-1.3322523000000006
-0.782514535,4.2056063,-1.1149088000000005
-0.8295560500000001,5.0398325,-1.203596
-0.6947605900000002,4.9413106,-1.3025382000000003
-0.4522733721999999,3.9681884,-1.2924280000000004
-0.9371735,5.267284399999999,-1.0726469000000003
-0.57757333,4.528508699999999,-1.1775031000000002
-0.82795644,4.66802327,-1.2555529
-0.6375285199999999,4.7825439,-1.3022983
-0.6253210203,4.5794193000000005,-1.2596247000000005
-0.6768810112,4.803682,-1.3559354
-0.8505549429999999,4.590585299999999,-1.4478504
-0.7342629800000001,4.9104366,-1.5355710000000005
-0.725043,4.7006984,-1.6192882000000004
-0.888285011,4.678174,-1.6991853
-0.568243348,4.9873622,-1.7611377
-1.2899934319999995,4.4600075,-1.8345553
-0.889238625,4.7761987,-1.5905154000000004
-0.306693073,4.5360577,-0.8098605000000004
-0.5334437000000001,4.2719685300000005,0.466813
0.2586975499999999,3.4167932400000005,0.5855947999999997
0.731309,3.604603500000001,0.8450860999999994
0.65002554,4.06158,0.6541705999999999
0.5281882500000001,3.5564312100000004,0.4719023999999999
0.3474599159999999,3.4291798209999995,0.5377139999999997
0.0059876799999999,3.854787,0.3607498000000003
-0.0669337,4.03942095,0.6233177000000001
-0.06185065,3.69043829,0.7013187779999995
0.131596238,2.8626077400000005,0.6500631699999998
0.57540013,3.34459601,0.7423624299999997
0.49241352,3.324261000000001,0.5883590599999998
0.87951955,3.2183236299999995,0.4092245099999997
0.4805789049999999,3.56490602,0.3802252599999997
0.8306594700000002,4.15925948,0.2105199699999996
0.1844239,3.569725,0.0484916199999995
0.90361849,3.2518359,-0.1062072000000004
0.47265135,3.54018788,-0.2539067000000001
0.02897623,4.020283300000001,-0.3434216000000002
0.31277708,4.089043299999999,-0.4804756000000003
-0.1923295999999999,3.546022890000001,-0.5486902999999999
-0.6033156700000001,4.1147253,-0.6764451000000004
-0.08769004,3.9088583,-0.7198213000000002
-0.2339659199999999,3.61833013,-0.5262473600000002
0.03121559,3.91245,-0.59472378
-0.62189425,3.9495669000000007,-0.58641228
-0.69041198,4.355562599999999,-0.7044959200000003
-0.8855653199999999,3.8374637,-0.8251761030000002
-0.6095650000000001,3.8085514,-0.94039515
-0.0553991161,4.292834000000001,-1.0504001000000005
-0.79905395,4.196685,-1.15542677
-0.0400718099999999,4.2448574,-1.1775621400000005
0.048633206,3.904007,-1.2400017500000005
0.0175266999999999,4.700329,-1.3364372600000003
-0.5681189300000001,4.3501855,-1.4259388000000004
-0.3569167000000001,4.353656099999999,-1.51397282
-0.4982279099999999,4.0030147,-1.24500252
-0.67292195,4.4212674,-1.3390689800000004
-0.5694771099999998,4.1369702,-1.2035997000000005
-0.5204422719999998,4.2456903,-1.2850210000000002
-0.6211735400000002,4.277137,-1.3794795
-0.639951685,4.2643882,-1.4696612000000002
-1.00539251,4.3597228,-1.5371954
-1.1267950299999998,4.744874,-1.3678790000000003
-0.4092927730000001,4.710285300000001,-1.4422979000000002
-0.59912254,4.2179482,-1.5296344000000002
-0.50005354,4.0616683,-1.0084475000000004
0.0704451499999999,3.9783395,-0.5506826
-0.12135978,3.6645315,0.0250224999999998
-0.2284614430000001,3.3479389900000007,-0.1287510000000002
0.414076631,3.603986,-0.1125489000000002
-0.26521079,3.9258837,0.2391593999999996
-0.57073923,4.060646950000001,0.0899526999999997
-0.6704768700000001,3.646512,-0.0093512
-0.6445056000000001,3.97704451,-0.1413674000000004
0.1645265099999999,4.008137699999999,-0.2879175000000001
-0.1715100399999999,4.3177793,-0.0669457000000001
0.1631565599999999,4.5262148,-0.2167898000000002
0.32108567,4.2799510000000005,-0.2782010000000001
-0.0904861551,4.235635500000001,-0.1032821
-0.56432831,4.0555593,-0.2508926000000002
-0.567496312,3.7234564,-0.3114105000000003
0.2401197300000001,3.87325191,-0.1176887000000003
0.1922415499999999,4.1477304,0.5238170999999998
-0.3591527099999999,3.5456093,0.3468196999999998
0.0003727599999999,4.15432018,1.0617705999999996
0.2214234,3.4862852,1.3188002
0.4324351,2.93355662,1.1060604999999997
-0.35262928,3.5955509,0.9361148999999996
-0.08770067,3.8572854,0.7407473999999998
-0.2411056899999999,3.1381776,0.7279418
0.06362577,3.8595584,0.5420559999999996
0.141247762,3.572133120000001,0.3646031999999997
0.3014497,3.6611733,0.1951981999999998
-0.4367711800000002,3.75102356,0.0334769999999995
-0.39011969,3.5604659299999994,-0.1209083000000003
0.26973027,4.1546862,-0.2682924000000004
-0.1977213,4.279459999999999,-0.3994371000000004
-0.3250574199999998,4.0410845,-0.5342294000000002
-0.1757670499999999,4.0878324,-0.6592106000000003
-0.3799952,4.9203156,-0.7822332000000004
-0.08556226,4.368137299999999,-0.8996741
0.437569486,3.5789882,-0.9999053
-0.1123591499999999,3.8326005000000007,-0.8808494000000003
0.4547937543999999,4.388556599999999,-0.9938151000000002
0.28119718,3.3600818,-1.1016553000000002
-0.1691525749999999,3.5958028,-1.2046027
-0.044518299,3.3546922,-1.3028799000000004
0.2596070059999999,3.9546551,-1.3966984999999998
0.1761922199999999,4.4059169,-1.3675568000000005
0.12625337,4.337561600000001,-1.4585128
-0.2061449599999999,3.9131485000000006,-1.4393675000000006
0.0787958799999999,4.127081500000001,-1.5275120999999998
0.1943720410000001,3.54110277,-1.3018782999999998
-0.4667424860099999,4.1357534000000005,-1.3880336
-0.804029474,3.93705042,-1.4503156
-0.098017352,3.8614631,-1.5100103000000002
-0.3947978789999999,3.8564901,-1.5948845000000005
-0.56364724,3.7331547,-1.3913074000000003
0.14939101,3.9769377,-1.4815257
0.16039902,4.6359219,-1.564651
-0.62509522,4.2902559,-1.379961
-0.6645606620000002,3.7474358,-1.3884380000000005
-0.6069579300000001,4.125039699999999,-1.4786515000000005
-0.73176471,4.8196458,-1.5647588
-0.63214493,4.1981938,-1.6469466999999998
-0.1144048499999999,4.8141954,-1.6815755000000003
-0.85157097,4.3328578,-1.7584312000000004
-0.387296483,3.9834194999999992,-1.5918712000000004
-0.28634365,4.8848374,-1.3921842000000004
-0.5785562000000001,3.7841981,-0.7633275000000003
0.1237266999999997,4.0254681,-0.6116893000000004
-0.12882426,3.861756309999999,-0.4355936000000005
-0.1454165,3.8841491,-0.3094908000000002
0.2559515199999999,3.6730316,-0.1174472000000003
-0.30861411,3.297784800000001,-0.0504729000000002
-0.7387709579999997,3.1235030900000003,-0.0156585000000001
0.4528854420000001,2.9280257899999995,-0.1675778000000002
-0.181948428,3.07238466,-0.2933878000000003
0.7366867600000001,3.8797159,-0.4328174000000001
-0.2498899899999998,3.820004999999999,-0.5348863000000001
0.01659483,4.0535312,-0.6635073
0.2264211590000001,4.212268700000001,-0.7293351000000003
-0.12343918,3.37131591,-0.8493813000000003
0.0065371479999999,4.2051933,-0.9639709
-0.69372374,4.5141355,-1.0733517000000004
-0.54980619,4.1242901,-0.9875559
-0.35393621,4.1931277,-1.0958075
-0.6718119300000001,4.266904800000001,-1.1545883000000003
-0.3100538420000001,4.193817300000001,-1.2467292000000003
-0.5473392300000002,4.257510999999999,-1.2957143000000004
-0.3786812,4.6439149,-1.3645760000000002
-0.3289886859999999,4.093241399999999,-1.0914839
-0.2121500429999999,3.9290448000000007,-1.1949182000000005
-0.3802118250999999,4.3787588,-1.2936584
-0.69151195,4.3840906,-1.3879180000000004
-0.4029385099999999,4.017205500000001,-1.4779002
-0.860724838,5.440257300000001,-1.5637992
-0.3030159139999999,4.206875699999999,-1.5104362000000002
-0.4415250500000001,4.7076422,-1.4962844
0.1607708999999999,4.281287600000001,-1.5812984000000003
-0.035197081,5.037186200000001,-1.6263903000000002
-0.06690599,4.552225999999999,-1.5676010000000002
-0.2692206900000001,4.1612349,-1.3731662
-0.5143704999999998,4.530916,-1.4636964
0.2010100689999999,4.1731641,-1.5372110000000003
0.5659139870000001,5.0029328,-1.6148415
